計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,2Ｆ中西寝室エアコン,2Ｆ西寝室エアコン,冷蔵庫・リビング電灯,リビングテレビ,食器乾燥機,未使用,洗濯機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,14138,0,0,0,0,656,1424,706,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14138,-,-,-,-,-,-,-,-
20171102,-,-,-,15345,0,0,0,0,446,1494,91,0,103,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15345,-,-,-,-,-,-,-,-
20171103,-,-,-,10936,0,0,0,0,619,1573,440,0,160,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10936,-,-,-,-,-,-,-,-
20171104,-,-,-,17071,0,0,0,0,409,1419,416,0,117,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17071,-,-,-,-,-,-,-,-
20171105,-,-,-,19782,0,0,0,0,670,1811,704,0,167,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19782,-,-,-,-,-,-,-,-
20171106,-,-,-,15682,0,0,0,0,711,1571,395,0,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15682,-,-,-,-,-,-,-,-
20171107,-,-,-,15389,0,0,0,0,511,1341,568,0,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15389,-,-,-,-,-,-,-,-
20171108,-,-,-,15955,0,0,0,0,589,1508,107,0,113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15955,-,-,-,-,-,-,-,-
20171109,-,-,-,13804,0,0,0,0,602,1501,572,0,159,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13804,-,-,-,-,-,-,-,-
20171110,-,-,-,15718,0,0,0,0,798,1315,284,0,91,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15718,-,-,-,-,-,-,-,-
