計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,ＩＨ,エアコン・リビング,エアコン・洋室２,エコキュート,テレビ、電灯、コンセント,洗濯機・浴室,未使用,キッチン・レンジ、冷蔵庫,キッチン、コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,5142,0,299,0,245,2031,324,321,0,1675,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5142,-,-,-,-,-,-,-,-
20180602,-,-,-,9245,0,829,993,503,2255,907,484,0,2694,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9245,-,-,-,-,-,-,-,-
20180603,-,-,-,9464,0,614,958,868,2470,817,575,0,2211,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9464,-,-,-,-,-,-,-,-
20180604,-,-,-,7060,0,46,755,430,2122,422,583,0,2001,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060,-,-,-,-,-,-,-,-
20180605,-,-,-,5649,0,95,119,190,2012,562,430,0,1943,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5649,-,-,-,-,-,-,-,-
20180606,-,-,-,6858,0,181,267,0,2415,525,521,0,2195,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6858,-,-,-,-,-,-,-,-
20180607,-,-,-,6687,0,58,721,499,2160,396,414,0,1943,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6687,-,-,-,-,-,-,-,-
20180608,-,-,-,7621,0,86,1112,1009,1580,519,330,0,2190,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7621,-,-,-,-,-,-,-,-
20180609,-,-,-,9916,0,274,1998,1385,2099,483,460,0,2351,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9916,-,-,-,-,-,-,-,-
20180610,-,-,-,10722,0,1194,2055,774,2026,1102,526,0,2305,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10722,-,-,-,-,-,-,-,-
20180611,-,-,-,5346,0,0,393,0,1931,495,439,0,1834,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346,-,-,-,-,-,-,-,-
20180612,-,-,-,10621,0,34,381,383,5377,623,413,0,2493,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10621,-,-,-,-,-,-,-,-
20180613,-,-,-,4044,0,0,635,193,3,470,508,0,1711,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044,-,-,-,-,-,-,-,-
20180614,-,-,-,6168,0,39,427,212,1777,433,424,0,2319,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6168,-,-,-,-,-,-,-,-
20180615,-,-,-,7667,0,117,905,621,2678,562,341,0,2005,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7667,-,-,-,-,-,-,-,-
20180616,-,-,-,8786,0,468,1649,784,1959,758,444,0,2078,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8786,-,-,-,-,-,-,-,-
20180617,-,-,-,12123,0,1374,1714,1210,2547,954,681,0,2546,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12123,-,-,-,-,-,-,-,-
20180618,-,-,-,6543,0,213,946,590,1462,343,358,0,2172,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6543,-,-,-,-,-,-,-,-
20180619,-,-,-,8254,0,345,656,728,1798,588,559,0,2479,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8254,-,-,-,-,-,-,-,-
20180620,-,-,-,6020,0,89,482,287,1788,465,311,0,2087,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6020,-,-,-,-,-,-,-,-
20180621,-,-,-,8946,0,560,1457,687,1896,640,591,0,2526,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946,-,-,-,-,-,-,-,-
20180622,-,-,-,6669,0,63,858,422,1951,459,323,0,1955,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6669,-,-,-,-,-,-,-,-
20180623,-,-,-,7734,0,253,1020,487,1869,777,490,0,2114,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7734,-,-,-,-,-,-,-,-
20180624,-,-,-,7853,0,56,932,866,1867,635,533,0,2159,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7853,-,-,-,-,-,-,-,-
20180625,-,-,-,7815,0,38,1058,643,1972,442,387,0,2294,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815,-,-,-,-,-,-,-,-
20180626,-,-,-,6796,0,0,1248,782,1852,410,369,0,1711,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6796,-,-,-,-,-,-,-,-
20180627,-,-,-,7579,0,57,1286,846,1734,462,388,0,2197,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7579,-,-,-,-,-,-,-,-
20180628,-,-,-,9859,0,90,1842,984,2823,648,388,0,2176,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859,-,-,-,-,-,-,-,-
20180629,-,-,-,6397,0,85,1287,625,790,602,273,0,2049,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6397,-,-,-,-,-,-,-,-
20180630,-,-,-,7636,0,503,809,772,1832,631,328,0,1933,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7636,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
