計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,食洗機,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,12625,0,445,97,1,0,0,840,0,6834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12625,-,-,-,-,-,-,-,-
20171202,-,-,-,51029,0,698,317,14173,0,0,2436,0,16342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51029,-,-,-,-,-,-,-,-
20171203,-,-,-,40906,0,817,144,13261,0,0,2436,0,14836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40906,-,-,-,-,-,-,-,-
20171204,-,-,-,44899,0,4590,346,5239,0,0,2550,0,16010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44899,-,-,-,-,-,-,-,-
20171205,-,-,-,47569,0,1577,408,11614,3286,0,2443,0,15643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47569,-,-,-,-,-,-,-,-
20171206,-,-,-,42351,0,1280,233,10543,0,0,2421,0,14993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42351,-,-,-,-,-,-,-,-
20171207,-,-,-,46198,0,1032,269,10191,0,0,2417,0,17969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46198,-,-,-,-,-,-,-,-
20171208,-,-,-,56324,0,2004,345,13943,3315,0,2507,0,17811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56324,-,-,-,-,-,-,-,-
20171209,-,-,-,47333,0,2004,1388,9119,5463,0,2341,0,14838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47333,-,-,-,-,-,-,-,-
20171210,-,-,-,39505,0,1148,209,10222,0,0,2332,0,13439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39505,-,-,-,-,-,-,-,-
20171211,-,-,-,47835,0,1761,199,5445,0,0,2247,0,19119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47835,-,-,-,-,-,-,-,-
20171212,-,-,-,62243,0,1497,40,13068,7640,0,2221,0,20712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62243,-,-,391,-,-,-,-,-
20171213,-,-,-,50621,0,1450,455,10262,3342,0,2285,0,15495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50621,-,-,533,-,-,-,-,-
20171214,-,-,-,52266,0,2582,500,10289,0,0,2286,0,18144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52266,-,-,749,-,-,-,-,-
20171215,-,-,-,46318,0,1307,709,12438,817,0,2409,0,17037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46318,-,-,681,-,-,-,-,-
20171216,-,-,-,52069,0,1838,252,8081,4289,0,2467,0,15826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52069,-,-,937,-,-,-,-,-
