計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,洗濯機・洗面・浴室,冷蔵庫・キッチン,エアコン・リビング,エアコン・主寝室,リビングTV照明,未使用,電子レンジ・キッチン,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,1866,18465,23684,2455,1231,0,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7085,-,-,-,-,-,-,-,-
20180402,-,-,-,4304,20186,24509,2459,1245,0,0,1824,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8627,-,-,-,-,-,-,-,-
20180403,-,-,-,8621,20059,23936,2632,1375,0,0,2470,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12498,-,-,-,-,-,-,-,-
20180404,-,-,-,4446,14689,17925,2499,1217,0,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7682,-,-,-,-,-,-,-,-
20180405,-,-,-,4928,8432,12527,2460,1180,0,0,2725,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9023,-,-,-,-,-,-,-,-
20180406,-,-,-,4824,955,3032,2518,1055,0,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6901,-,-,-,-,-,-,-,-
20180407,-,-,-,4757,14010,17954,2480,885,0,0,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8701,-,-,-,-,-,-,-,-
20180408,-,-,-,4521,21157,25365,2704,831,0,0,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8729,-,-,-,-,-,-,-,-
20180409,-,-,-,4231,17876,21685,2471,1125,0,0,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8040,-,-,-,-,-,-,-,-
20180410,-,-,-,4841,20049,24299,2604,1200,0,0,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091,-,-,-,-,-,-,-,-
20180411,-,-,-,4557,8028,12214,2564,1244,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8743,-,-,-,-,-,-,-,-
20180412,-,-,-,4455,19463,23966,2726,1453,0,0,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8958,-,-,-,-,-,-,-,-
20180413,-,-,-,4908,20795,25304,2680,1538,0,0,2447,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9417,-,-,-,-,-,-,-,-
20180414,-,-,-,5873,206,4264,2671,1305,0,0,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9931,-,-,-,-,-,-,-,-
20180415,-,-,-,5827,11018,16077,2520,1299,0,0,3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10886,-,-,-,-,-,-,-,-
20180416,-,-,-,5106,17837,22327,2514,1234,0,0,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9596,-,-,-,-,-,-,-,-
20180417,-,-,-,5795,917,6028,2748,1089,0,0,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10906,-,-,-,-,-,-,-,-
20180418,-,-,-,4932,20170,25305,2671,1220,0,0,3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10067,-,-,-,-,-,-,-,-
20180419,-,-,-,5017,21958,26279,2800,1359,0,0,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9338,-,-,-,-,-,-,-,-
20180420,-,-,-,5065,20010,25409,2790,1372,0,0,3415,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10464,-,-,-,-,-,-,-,-
20180421,-,-,-,4545,20385,25213,2615,1466,0,0,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,-,-,-,-,-,-,-,-
20180422,-,-,-,4300,19168,23425,2582,1704,0,0,1592,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8557,-,-,-,-,-,-,-,-
20180423,-,-,-,5017,8678,12334,2593,1304,0,0,2580,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8673,-,-,-,-,-,-,-,-
20180424,-,-,-,4955,648,3223,2407,1168,0,0,1636,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7530,-,-,-,-,-,-,-,-
20180425,-,-,-,4962,3758,7372,2554,1061,0,0,2505,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8576,-,-,-,-,-,-,-,-
20180426,-,-,-,3799,18158,21781,2551,1029,0,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7422,-,-,-,-,-,-,-,-
20180427,-,-,-,4348,18966,24203,2580,1162,0,0,3643,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9585,-,-,-,-,-,-,-,-
20180428,-,-,-,4235,20978,24683,2574,1174,0,0,1777,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7940,-,-,-,-,-,-,-,-
20180429,-,-,-,3403,21311,24384,2448,1086,0,0,1439,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6476,-,-,-,-,-,-,-,-
20180430,-,-,-,4240,16907,21346,2538,1327,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8679,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
