計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,エアコン・リビング,洋室１階・エアコン,冷蔵庫・ダイニング,ダイニング等・テレビ照明,リビング等蓄電池,未使用,2階洋室　エアコン,2階洋室寝室　エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,9676,0,39,0,0,2835,1247,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9676,-,-,-,-,-,-,-,-
20171002,-,-,-,14844,0,51,0,0,3136,1998,14,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14844,-,-,-,-,-,-,-,-
20171003,-,-,-,12442,0,45,0,0,3001,1646,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12442,-,-,-,-,-,-,-,-
20171004,-,-,-,11594,0,35,0,0,3240,1844,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11594,-,-,-,-,-,-,-,-
20171005,-,-,-,11652,0,39,0,0,3144,2039,60,0,248,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11652,-,-,-,-,-,-,-,-
20171006,-,-,-,13227,0,45,0,0,3169,2343,37,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13227,-,-,-,-,-,-,-,-
20171007,-,-,-,12376,0,0,0,0,3038,1058,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12376,-,-,-,-,-,-,-,-
20171008,-,-,-,10491,0,36,0,0,2913,943,81,0,269,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10491,-,-,-,-,-,-,-,-
20171009,-,-,-,14416,0,44,777,163,3065,1796,168,0,969,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14416,-,-,-,-,-,-,-,-
20171010,-,-,-,19018,0,42,925,303,3346,1994,102,0,707,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19018,-,-,-,-,-,-,-,-
20171011,-,-,-,17795,0,38,701,69,3495,1846,233,0,683,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17795,-,-,-,-,-,-,-,-
20171012,-,-,-,17629,0,42,1039,15,3489,1985,219,0,735,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17629,-,-,-,-,-,-,-,-
20171013,-,-,-,13088,0,46,0,2,2892,1187,12,0,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13088,-,-,-,-,-,-,-,-
20171014,-,-,-,12132,0,41,0,0,2774,1112,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12132,-,-,-,-,-,-,-,-
