計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,洗濯機・洗面,冷蔵庫・リビング,エアコン・リビング,エアコン・主寝室,リビング テレビ,未使用,照明・リビング,1階和室・エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,8021,0,209,2737,2840,0,0,2797,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,-,-,-,-,-,-,-,-
20180402,-,-,-,7924,0,0,2801,2760,0,0,2967,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7924,-,-,-,-,-,-,-,-
20180403,-,-,-,7399,0,398,2607,2645,0,0,2363,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399,-,-,-,-,-,-,-,-
20180404,-,-,-,6613,0,0,2505,2791,0,0,2191,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613,-,-,-,-,-,-,-,-
20180405,-,-,-,7637,0,205,2645,2769,0,0,2614,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7637,-,-,-,-,-,-,-,-
20180406,-,-,-,7743,0,198,2595,2780,0,0,2518,0,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7743,-,-,-,-,-,-,-,-
20180407,-,-,-,7710,0,200,2779,2242,0,0,1650,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7710,-,-,-,-,-,-,-,-
20180408,-,-,-,9841,0,208,4292,2409,0,0,2298,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9841,-,-,-,-,-,-,-,-
20180409,-,-,-,7043,0,0,2746,2376,0,0,1727,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7043,-,-,-,-,-,-,-,-
20180410,-,-,-,7908,0,203,2709,2855,0,0,2960,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7908,-,-,-,-,-,-,-,-
20180411,-,-,-,9390,0,462,2983,3220,0,0,2773,0,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9390,-,-,-,-,-,-,-,-
20180412,-,-,-,6451,0,0,2476,2917,0,0,1759,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6451,-,-,-,-,-,-,-,-
20180413,-,-,-,7688,0,203,2668,2606,0,0,3403,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7688,-,-,-,-,-,-,-,-
20180414,-,-,-,7842,0,203,2457,2798,0,0,2993,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,-,-,-,-,-,-,-,-
20180415,-,-,-,8684,0,205,2701,2728,0,0,3127,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8684,-,-,-,-,-,-,-,-
20180416,-,-,-,8511,0,202,2638,2676,0,0,2753,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8511,-,-,-,-,-,-,-,-
20180417,-,-,-,8923,0,198,2684,2656,0,0,3472,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8923,-,-,-,-,-,-,-,-
20180418,-,-,-,7544,0,404,2553,2500,0,0,2397,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7544,-,-,-,-,-,-,-,-
20180419,-,-,-,6546,0,0,2521,2562,0,0,2059,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6546,-,-,-,-,-,-,-,-
20180420,-,-,-,7573,0,414,2543,2697,0,0,2574,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7573,-,-,-,-,-,-,-,-
20180421,-,-,-,6246,0,203,2374,2774,0,0,1477,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6246,-,-,-,-,-,-,-,-
20180422,-,-,-,7868,0,0,2504,2813,0,0,3260,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868,-,-,-,-,-,-,-,-
20180423,-,-,-,7154,0,204,2395,3033,0,0,2423,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7154,-,-,-,-,-,-,-,-
20180424,-,-,-,7868,0,205,2388,3138,0,0,3349,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868,-,-,-,-,-,-,-,-
20180425,-,-,-,7943,0,201,2873,2842,0,0,2660,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7943,-,-,-,-,-,-,-,-
20180426,-,-,-,6637,0,205,2711,2732,0,0,1117,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6637,-,-,-,-,-,-,-,-
20180427,-,-,-,6957,0,203,2616,2968,0,0,1526,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6957,-,-,-,-,-,-,-,-
20180428,-,-,-,6284,0,0,2562,2663,0,0,1763,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6284,-,-,-,-,-,-,-,-
20180429,-,-,-,6369,0,0,2662,2612,0,0,1611,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6369,-,-,-,-,-,-,-,-
20180430,-,-,-,8194,0,202,2811,3122,0,0,2995,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
