計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,エアコン・キッチン,エコキュート,ＩＨ・キッチン,炊飯器冷蔵庫レンジ洗濯機,2階子供部屋エアコン,未使用,キッチン玄関・照明,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,13572,38683,45520,0,4918,2540,3975,0,0,5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20409,-,-,-,-,-,-,-,-
20180402,-,-,-,13916,42378,48331,0,4828,1957,4404,0,0,5035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19869,-,-,-,-,-,-,-,-
20180403,-,-,-,13680,43161,49414,0,5174,1408,4441,0,0,4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19933,-,-,-,-,-,-,-,-
20180404,-,-,-,15138,31984,37229,0,4213,2942,5358,0,0,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20383,-,-,-,-,-,-,-,-
20180405,-,-,-,15393,21834,27360,0,3826,3048,5359,0,0,4525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20919,-,-,-,-,-,-,-,-
20180406,-,-,-,13693,2362,5865,0,3277,1104,4975,0,0,3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17196,-,-,-,-,-,-,-,-
20180407,-,-,-,16460,31889,38655,0,7322,1517,5435,0,0,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23226,-,-,-,-,-,-,-,-
20180408,-,-,-,16546,43643,51901,0,8436,1938,5000,0,0,4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24804,-,-,-,-,-,-,-,-
20180409,-,-,-,15674,43768,48169,0,6586,1888,4305,0,0,3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20075,-,-,-,-,-,-,-,-
20180410,-,-,-,13739,45094,50637,0,5379,1539,5375,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19282,-,-,-,-,-,-,-,-
20180411,-,-,-,12850,23656,28196,0,4154,1226,4436,0,0,4042,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17390,-,-,-,-,-,-,-,-
20180412,-,-,-,13555,47804,52301,0,3634,2274,4318,0,0,3886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18052,-,-,-,-,-,-,-,-
20180413,-,-,-,14066,49829,54870,0,5157,1857,4292,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19107,-,-,-,-,-,-,-,-
20180414,-,-,-,17088,1531,5028,0,5174,1173,5040,0,0,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20585,-,-,-,-,-,-,-,-
20180415,-,-,-,13027,24289,31199,0,4019,1617,3680,0,0,4907,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19937,-,-,-,-,-,-,-,-
20180416,-,-,-,15534,41831,47524,0,5480,1821,3962,0,0,5049,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21227,-,-,-,-,-,-,-,-
