計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,エアコン・キッチン,エコキュート,ＩＨ・キッチン,炊飯器冷蔵庫レンジ洗濯機,2階子供部屋エアコン,未使用,キッチン玄関・照明,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,43485,22624,27346,0,10305,457,4496,5173,0,2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48207,-,-,-,-,-,-,-,-
20180202,-,-,-,43383,7332,16317,0,11147,210,3384,4381,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52368,-,-,-,-,-,-,-,-
20180203,-,-,-,51950,22536,29382,0,13626,1093,3568,9931,0,2566,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58796,-,-,-,-,-,-,-,-
20180204,-,-,-,38259,19582,27604,0,5420,235,4326,9957,0,2119,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46281,-,-,-,-,-,-,-,-
20180205,-,-,-,47476,23923,28664,0,11617,660,4530,6770,0,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52217,-,-,-,-,-,-,-,-
20180206,-,-,-,52898,11677,28175,0,11462,904,5742,12461,0,2585,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69396,-,-,-,-,-,-,-,-
20180207,-,-,-,53828,26024,32347,0,16862,579,5532,9969,0,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60151,-,-,-,-,-,-,-,-
20180208,-,-,-,48032,30700,35749,0,16108,39,4724,9287,0,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53081,-,-,-,-,-,-,-,-
20180209,-,-,-,39645,15426,21233,0,9415,610,4954,6207,0,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45452,-,-,-,-,-,-,-,-
20180210,-,-,-,37797,82,3425,0,10356,872,5060,4938,0,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41140,-,-,-,-,-,-,-,-
