計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングTV・照明,冷蔵庫,リビングAC・2階AC1,2階エアコン2,電子レンジ・炊飯器,主寝室エアコン,未使用,浴室照明,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,16109,0,3236,1956,789,0,589,0,0,1915,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16109,-,-,-,-,-,-,-,-
20171202,-,-,-,14533,0,1661,2007,23,0,778,611,0,2205,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14533,-,-,-,-,-,-,-,-
20171203,-,-,-,13609,0,2113,2052,0,0,817,1155,0,2165,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13609,-,-,-,-,-,-,-,-
20171204,-,-,-,15079,0,2417,2167,0,0,961,709,0,2071,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15079,-,-,-,-,-,-,-,-
20171205,-,-,-,14216,0,1279,1907,0,0,737,1647,0,1826,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14216,-,-,-,-,-,-,-,-
20171206,-,-,-,16758,0,1053,1618,0,0,267,2557,0,2183,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16758,-,-,-,-,-,-,-,-
20171207,-,-,-,18569,0,1383,1878,0,0,669,2537,0,2232,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18569,-,-,-,-,-,-,-,-
20171208,-,-,-,18660,0,1882,2156,0,0,640,1008,0,1873,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18660,-,-,-,-,-,-,-,-
20171209,-,-,-,18040,0,2106,1861,0,0,462,4,0,4515,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18040,-,-,-,-,-,-,-,-
20171210,-,-,-,16072,0,2596,2154,0,0,774,9,0,1672,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16072,-,-,-,-,-,-,-,-
