計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,事務所エアコン,エアコン・洋室,ＩＨ・キッチン,キッチン　電子レンジ他,冷蔵庫　エアコン　TV,洗濯機・洗面,未使用,食器洗乾燥機・キッチン,寝室・照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,12047,0,0,0,355,1252,4292,3223,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12047,-,-,-,-,-,-,-,-
20171102,-,-,-,9636,0,0,0,0,1241,3874,3652,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9636,-,-,-,-,-,-,-,-
20171103,-,-,-,12277,0,0,0,239,1127,4203,3549,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12277,-,-,-,-,-,-,-,-
20171104,-,-,-,12575,0,0,0,205,1414,4538,3686,0,1097,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12575,-,-,-,-,-,-,-,-
20171105,-,-,-,11421,0,0,0,309,1114,4927,3670,0,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11421,-,-,-,-,-,-,-,-
20171106,-,-,-,12196,0,0,0,313,1153,4957,4164,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12196,-,-,-,-,-,-,-,-
20171107,-,-,-,10096,0,0,0,0,1153,3185,3614,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10096,-,-,-,-,-,-,-,-
20171108,-,-,-,11794,0,0,0,493,1153,4584,4119,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11794,-,-,-,-,-,-,-,-
20171109,-,-,-,10682,0,0,0,420,1287,4889,2637,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10682,-,-,-,-,-,-,-,-
20171110,-,-,-,12531,0,0,0,433,1474,4286,2694,0,1348,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12531,-,-,-,-,-,-,-,-
20171111,-,-,-,10823,0,0,0,214,1307,4527,3756,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10823,-,-,-,-,-,-,-,-
20171112,-,-,-,14261,0,0,0,143,1658,4980,4520,0,1065,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14261,-,-,-,-,-,-,-,-
20171113,-,-,-,12480,0,0,0,751,1091,5124,3219,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,-,-,-,-,-,-,-,-
20171114,-,-,-,9793,0,0,0,150,1141,4291,2841,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9793,-,-,-,-,-,-,-,-
20171115,-,-,-,10422,0,0,0,0,955,5177,3327,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10422,-,-,-,-,-,-,-,-
20171116,-,-,-,15831,0,0,0,611,1255,7043,4074,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15831,-,-,-,-,-,-,-,-
20171117,-,-,-,14673,0,0,0,380,1419,6689,3693,0,1117,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14673,-,-,-,-,-,-,-,-
20171118,-,-,-,14000,0,0,0,216,1611,6056,3618,0,1076,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,-,-,-,-,-,-,-,-
20171119,-,-,-,14627,0,0,0,341,1194,6981,3670,0,1117,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14627,-,-,-,-,-,-,-,-
20171120,-,-,-,13895,0,0,0,209,1089,6666,4105,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13895,-,-,-,-,-,-,-,-
20171121,-,-,-,12805,0,0,0,108,1360,6193,3602,0,2,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12805,-,-,-,-,-,-,-,-
20171122,-,-,-,15079,0,0,0,658,1197,7627,3682,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15079,-,-,-,-,-,-,-,-
20171123,-,-,-,15037,0,0,0,130,1425,7092,3850,0,1119,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15037,-,-,-,-,-,-,-,-
20171124,-,-,-,13439,0,0,0,240,1426,6234,3838,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13439,-,-,-,-,-,-,-,-
20171125,-,-,-,14181,0,0,0,787,1146,6444,3826,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14181,-,-,-,-,-,-,-,-
20171126,-,-,-,12569,0,0,0,426,1222,5869,3695,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12569,-,-,-,-,-,-,-,-
20171127,-,-,-,13913,0,0,0,265,1088,7404,3956,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13913,-,-,-,-,-,-,-,-
20171128,-,-,-,12880,0,0,0,337,1208,5936,3648,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12880,-,-,-,-,-,-,-,-
20171129,-,-,-,11925,0,0,0,198,1080,5289,3770,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11925,-,-,-,-,-,-,-,-
20171130,-,-,-,14814,0,0,0,330,1202,6881,3802,0,774,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14814,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
