計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,奥様寝室エアコン,冷蔵庫,リビングTV・照明,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,27207,0,0,1281,6208,0,6303,2704,0,1648,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27207,-,-,-,-,-,-,-,-
20180402,-,-,-,34642,0,0,2187,8141,0,6367,2475,0,1353,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34642,-,-,-,-,-,-,-,-
20180403,-,-,-,29965,0,0,2270,7016,0,6332,2318,0,1275,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29965,-,-,-,-,-,-,-,-
20180404,-,-,-,30301,0,0,1648,8410,0,6445,1563,0,1968,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30301,-,-,-,-,-,-,-,-
20180405,-,-,-,29498,0,0,2522,6493,0,6333,1879,0,1210,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29498,-,-,-,-,-,-,-,-
20180406,-,-,-,30900,0,1934,2582,6753,0,6208,1611,0,1852,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30900,-,-,-,-,-,-,-,-
20180407,-,-,-,43265,0,5127,1903,10038,0,5890,1816,0,1900,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43265,-,-,-,-,-,-,-,-
20180408,-,-,-,48951,0,7596,2361,9027,0,6334,2144,0,1646,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48951,-,-,-,-,-,-,-,-
20180409,-,-,-,36542,0,917,2440,9852,0,6198,1580,0,1137,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36542,-,-,-,-,-,-,-,-
20180410,-,-,-,33429,0,0,1784,7444,0,6308,1939,0,2282,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33429,-,-,-,-,-,-,-,-
20180411,-,-,-,30008,0,0,2532,6191,0,6155,1818,0,1456,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30008,-,-,-,-,-,-,-,-
20180412,-,-,-,30539,0,0,2767,6911,0,6236,1613,0,1659,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30539,-,-,-,-,-,-,-,-
20180413,-,-,-,32529,0,0,2578,9078,0,6271,2004,0,1525,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32529,-,-,-,-,-,-,-,-
20180414,-,-,-,30539,0,0,2324,5126,0,6090,2551,0,1135,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30539,-,-,-,-,-,-,-,-
20180415,-,-,-,36772,0,0,1343,7980,0,6200,2294,0,750,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36772,-,-,-,-,-,-,-,-
