計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,ＩＨ・キッチン,お座敷1・2エアコン,エアコン・キッチン,冷蔵庫洗濯機照明TV,レンジ炊飯器トースター,未使用,ブレーカー１,ブレーカー２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,12118,6592,12118,891,0,0,13946,936,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17644,-,-,-,-,-,-,-,-
20180202,-,-,-,12697,619,6466,861,0,0,15797,43,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18544,-,-,-,-,-,-,-,-
20180203,-,-,-,10903,7202,12859,888,0,0,12740,142,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16560,-,-,-,-,-,-,-,-
20180204,-,-,-,14711,4768,10543,323,0,6031,11029,824,0,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20486,-,-,-,-,-,-,-,-
20180205,-,-,-,9902,4897,11109,402,0,0,13102,463,0,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16114,-,-,-,-,-,-,-,-
20180206,-,-,-,11281,9212,11684,42,0,0,11165,120,0,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13753,-,-,-,-,-,-,-,-
20180207,-,-,-,9783,7629,13208,244,0,0,13281,50,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15362,-,-,-,-,-,-,-,-
20180208,-,-,-,5263,9080,15564,202,0,0,10756,52,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11747,-,-,-,-,-,-,-,-
20180209,-,-,-,7007,7099,9615,38,0,0,8626,101,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9523,-,-,-,-,-,-,-,-
20180210,-,-,-,13104,36,764,921,0,0,11790,558,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13832,-,-,-,-,-,-,-,-
20180211,-,-,-,8015,5457,12360,559,0,0,12906,615,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14918,-,-,-,-,-,-,-,-
20180212,-,-,-,11018,2515,7896,292,0,0,15380,22,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16399,-,-,-,-,-,-,-,-
20180213,-,-,-,7462,8451,13067,296,0,0,10998,103,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12078,-,-,-,-,-,-,-,-
20180214,-,-,-,5935,8625,12887,361,0,0,9019,95,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10197,-,-,-,-,-,-,-,-
20180215,-,-,-,8778,285,1557,240,0,0,9117,45,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050,-,-,-,-,-,-,-,-
20180216,-,-,-,9490,73,2261,304,0,0,10639,26,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11678,-,-,-,-,-,-,-,-
20180217,-,-,-,9554,11586,17243,1145,0,0,12823,514,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15211,-,-,-,-,-,-,-,-
20180218,-,-,-,5427,10132,16055,461,0,0,9568,469,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11350,-,-,-,-,-,-,-,-
20180219,-,-,-,7451,1511,2619,215,0,0,7641,50,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8559,-,-,-,-,-,-,-,-
20180220,-,-,-,5950,15465,16953,126,0,0,6640,30,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7438,-,-,-,-,-,-,-,-
20180221,-,-,-,5876,9705,11081,0,0,0,6649,29,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7252,-,-,-,-,-,-,-,-
20180222,-,-,-,6891,11665,13270,59,0,0,7801,51,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8496,-,-,-,-,-,-,-,-
20180223,-,-,-,6784,14811,16347,138,0,0,7559,56,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8320,-,-,-,-,-,-,-,-
20180224,-,-,-,7212,9022,14529,1036,0,0,10605,448,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12719,-,-,-,-,-,-,-,-
20180225,-,-,-,5091,2174,3436,138,0,0,5710,71,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6353,-,-,-,-,-,-,-,-
20180226,-,-,-,1990,13063,14739,0,0,0,3431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,-,-,-,-,-,-,-,-
20180227,-,-,-,1994,15776,17271,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489,-,-,-,-,-,-,-,-
