計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,和室TV・2F照明,主寝室エアコン,リビングエアコン,和室エアコン,浄化槽ポンプ,電子レンジ・ガス炊飯器,未使用,LTV照明 冷蔵庫 洗濯,2Fエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,9867,0,479,0,0,0,1086,220,0,7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9867,-,-,-,-,-,-,-,-
20180602,-,-,-,9859,0,1327,0,0,0,992,241,0,6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859,-,-,-,-,-,-,-,-
20180603,-,-,-,11047,0,1579,0,0,0,1020,339,0,7114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11047,-,-,-,-,-,-,-,-
20180604,-,-,-,9603,0,1,0,783,0,1172,178,0,6576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9603,-,-,-,-,-,-,-,-
20180605,-,-,-,10673,0,713,0,2153,0,1015,25,0,5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10673,-,-,-,-,-,-,-,-
20180606,-,-,-,8799,0,890,0,0,0,1094,33,0,5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8799,-,-,-,-,-,-,-,-
20180607,-,-,-,9388,0,529,0,672,0,1086,224,0,5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9388,-,-,-,-,-,-,-,-
20180608,-,-,-,14020,0,488,0,4674,0,1515,352,0,6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020,-,-,-,-,-,-,-,-
20180609,-,-,-,11819,0,1389,0,2109,0,1217,26,0,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11819,-,-,-,-,-,-,-,-
20180610,-,-,-,9665,0,1393,0,111,0,1133,0,0,6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9665,-,-,-,-,-,-,-,-
20180611,-,-,-,9754,0,380,0,0,0,2270,131,0,6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9754,-,-,-,-,-,-,-,-
20180612,-,-,-,8756,0,2,0,0,0,922,228,0,6595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8756,-,-,-,-,-,-,-,-
20180613,-,-,-,8779,0,476,0,0,0,927,180,0,6205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8779,-,-,-,-,-,-,-,-
20180614,-,-,-,9179,0,357,0,0,0,1287,148,0,6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9179,-,-,-,-,-,-,-,-
20180615,-,-,-,8816,0,747,0,0,0,1043,33,0,6053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8816,-,-,-,-,-,-,-,-
20180616,-,-,-,11704,0,1700,0,359,0,1159,151,0,7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11704,-,-,-,-,-,-,-,-
20180617,-,-,-,13912,0,2468,0,2470,0,1229,600,0,6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13912,-,-,-,-,-,-,-,-
20180618,-,-,-,9273,0,246,0,287,0,1167,215,0,6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9273,-,-,-,-,-,-,-,-
20180619,-,-,-,11180,0,352,0,1889,0,1080,113,0,6873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11180,-,-,-,-,-,-,-,-
20180620,-,-,-,9528,0,705,0,366,0,1180,213,0,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9528,-,-,-,-,-,-,-,-
20180621,-,-,-,9443,0,2,0,438,0,1088,0,0,7012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443,-,-,-,-,-,-,-,-
20180622,-,-,-,10080,0,33,0,733,0,1093,220,0,7138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10080,-,-,-,-,-,-,-,-
20180623,-,-,-,12152,0,300,0,3086,0,1256,272,0,6323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12152,-,-,-,-,-,-,-,-
20180624,-,-,-,9432,0,445,0,0,0,1129,257,0,6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9432,-,-,-,-,-,-,-,-
20180625,-,-,-,9929,0,2,0,1090,0,1035,101,0,6879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9929,-,-,-,-,-,-,-,-
20180626,-,-,-,12947,0,1175,0,3221,0,1196,51,0,6604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12947,-,-,-,-,-,-,-,-
20180627,-,-,-,19029,0,203,7163,2561,0,1362,288,0,6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19029,-,-,-,-,-,-,-,-
20180628,-,-,-,14847,0,20,2397,3322,0,1137,20,0,6462,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14847,-,-,-,-,-,-,-,-
20180629,-,-,-,15654,0,532,4267,1297,727,1242,172,0,6191,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15654,-,-,-,-,-,-,-,-
20180630,-,-,-,21551,0,1905,0,4573,5046,1346,118,0,6998,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21551,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
