計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LB AC TV 洗濯機,主寝室AC,冷蔵庫,リビング照明,洋室①　AC,食器乾燥機　レンジ,未使用,洋室②　AC,洋室②　照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,54709,0,7537,5974,1073,483,5674,4240,0,5343,6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54709,-,-,-,-,-,-,-,-
20180102,-,-,-,61153,0,11820,9377,1429,479,4923,4135,0,1018,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61153,-,-,-,-,-,-,-,-
20180103,-,-,-,50428,0,10008,2722,706,412,4712,3464,0,5035,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50428,-,-,-,-,-,-,-,-
20180104,-,-,-,50580,0,11107,7706,668,503,4713,2235,0,6205,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50580,-,-,-,-,-,-,-,-
20180105,-,-,-,44131,0,9082,5708,540,497,4522,2730,0,4672,5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44131,-,-,-,-,-,-,-,-
20180106,-,-,-,36151,0,6460,4046,651,405,3739,1843,0,4152,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36151,-,-,-,-,-,-,-,-
20180107,-,-,-,41001,0,11819,2044,700,494,3886,2448,0,2732,4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41001,-,-,-,-,-,-,-,-
20180108,-,-,-,36986,0,7007,0,870,488,5385,2795,0,4290,5328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36986,-,-,-,-,-,-,-,-
20180109,-,-,-,49698,0,8334,4825,788,500,5027,2552,0,7110,6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49698,-,-,-,-,-,-,-,-
20180110,-,-,-,56310,0,5877,12511,727,497,3436,2423,0,7390,6183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56310,-,-,-,-,-,-,-,-
20180111,-,-,-,49463,0,6241,13,558,484,3690,2840,0,8188,6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49463,-,-,-,-,-,-,-,-
20180112,-,-,-,62874,0,7053,57,682,475,3527,2721,0,10328,5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62874,-,-,-,-,-,-,-,-
20180113,-,-,-,59726,0,11416,2901,838,487,4313,3692,0,7912,6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59726,-,-,-,-,-,-,-,-
20180114,-,-,-,67197,0,15045,4251,723,488,5454,3266,0,9215,8388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67197,-,-,-,-,-,-,-,-
20180115,-,-,-,51409,0,8380,9224,704,487,4084,3785,0,4825,5673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51409,-,-,-,-,-,-,-,-
20180116,-,-,-,55349,0,8598,8842,798,437,3732,4360,0,6286,9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55349,-,-,-,-,-,-,-,-
20180117,-,-,-,51222,0,14318,5626,1042,497,3736,2145,0,6699,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51222,-,-,-,-,-,-,-,-
20180118,-,-,-,32404,0,7507,0,796,439,3013,2217,0,2928,6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32404,-,-,-,-,-,-,-,-
20180119,-,-,-,19231,0,4621,0,563,407,2038,1527,0,117,2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19231,-,-,-,-,-,-,-,-
20180120,-,-,-,20166,0,4100,0,547,415,1972,1377,0,124,2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20166,-,-,-,-,-,-,-,-
20180121,-,-,-,24019,0,5329,0,608,448,3221,2102,0,132,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24019,-,-,-,-,-,-,-,-
20180122,-,-,-,31924,0,6780,2476,607,488,3552,2317,0,1167,3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31924,-,-,-,-,-,-,-,-
20180123,-,-,-,46343,0,7445,11524,645,496,4257,2617,0,2802,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46343,-,-,-,-,-,-,-,-
20180124,-,-,-,64470,0,10699,12793,649,483,4848,2982,0,7436,5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64470,-,-,-,-,-,-,-,-
20180125,-,-,-,54945,0,10636,4204,553,485,2958,3150,0,8149,5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54945,-,-,-,-,-,-,-,-
20180126,-,-,-,58428,0,7493,9892,624,493,3517,3506,0,5923,4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58428,-,-,-,-,-,-,-,-
20180127,-,-,-,56413,0,12567,3116,481,2699,4704,2524,0,5069,7913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56413,-,-,-,-,-,-,-,-
20180128,-,-,-,56420,0,7788,17059,732,10089,3683,2640,0,1339,3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56420,-,-,-,-,-,-,-,-
20180129,-,-,-,44222,0,6067,6360,703,495,4229,3185,0,4757,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44222,-,-,-,-,-,-,-,-
20180130,-,-,-,44076,0,5583,3191,636,495,3745,3216,0,4608,5519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44076,-,-,-,-,-,-,-,-
20180131,-,-,-,47773,0,6167,2329,493,497,2640,2400,0,927,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47773,-,-,-,-,-,-,-,-
