計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,1F照明,リビング照明,主寝室エアコン,リビングエアコン,冷蔵庫・洗濯機,リビングTV・電子レンジ,未使用,ユニットバス,１Ｆトイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,8838,0,432,27,0,656,1767,2918,0,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8838,-,-,-,-,-,-,-,-
20180302,-,-,-,9123,0,455,0,0,917,1635,2947,0,67,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9123,-,-,-,-,-,-,-,-
20180303,-,-,-,11162,0,522,44,0,1416,1766,3297,0,1,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11162,-,-,-,-,-,-,-,-
20180304,-,-,-,9277,0,432,39,0,1048,1846,2578,0,81,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9277,-,-,-,-,-,-,-,-
20180305,-,-,-,8700,0,357,0,0,0,2175,3556,0,1,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8700,-,-,-,-,-,-,-,-
20180306,-,-,-,8905,0,392,0,0,756,1784,2914,0,68,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8905,-,-,-,-,-,-,-,-
20180307,-,-,-,10131,0,445,94,0,1193,1836,2918,0,74,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10131,-,-,-,-,-,-,-,-
20180308,-,-,-,9549,0,479,9,0,311,2098,3538,0,104,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9549,-,-,-,-,-,-,-,-
20180309,-,-,-,10578,0,353,43,0,1320,1864,2947,0,80,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10578,-,-,-,-,-,-,-,-
20180310,-,-,-,9163,0,785,0,0,969,1576,2479,0,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9163,-,-,-,-,-,-,-,-
