計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室AC・LTV・洗濯,KT冷蔵庫1・2・照明,リビング照明,キッチンエアコン,キッチンTV,未使用,電子レンジ・冷凍庫,寝室2エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,34295,0,0,9201,4293,108,519,330,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34295,-,-,-,-,-,-,-,-
20180202,-,-,-,39257,0,0,12713,4769,120,727,329,0,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39257,-,-,-,-,-,-,-,-
20180203,-,-,-,36931,0,0,12323,4063,4864,528,150,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36931,-,-,-,-,-,-,-,-
20180204,-,-,-,42423,0,0,13650,4661,4214,460,220,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42423,-,-,-,-,-,-,-,-
20180205,-,-,-,37127,0,0,13654,4699,101,481,305,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37127,-,-,-,-,-,-,-,-
20180206,-,-,-,36442,0,0,11905,4692,99,475,320,0,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36442,-,-,-,-,-,-,-,-
20180207,-,-,-,25997,0,0,9172,4638,81,592,183,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25997,-,-,-,-,-,-,-,-
20180208,-,-,-,31132,0,0,11850,4270,94,655,261,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31132,-,-,-,-,-,-,-,-
20180209,-,-,-,33301,0,0,10148,4867,111,497,339,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33301,-,-,-,-,-,-,-,-
20180210,-,-,-,33733,0,0,14010,4297,3710,490,276,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33733,-,-,-,-,-,-,-,-
20180211,-,-,-,36488,0,0,12402,4387,2527,464,328,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36488,-,-,-,-,-,-,-,-
20180212,-,-,-,37190,0,0,12424,4620,3199,262,213,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37190,-,-,-,-,-,-,-,-
20180213,-,-,-,32851,0,0,14363,4352,100,436,262,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32851,-,-,-,-,-,-,-,-
20180214,-,-,-,29344,0,0,8404,4257,111,290,216,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29344,-,-,-,-,-,-,-,-
20180215,-,-,-,32473,0,0,10877,3837,107,486,373,0,1537,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32473,-,-,-,-,-,-,-,-
20180216,-,-,-,31453,0,0,12330,4056,403,409,256,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31453,-,-,-,-,-,-,-,-
20180217,-,-,-,39196,0,0,15461,6846,2948,812,447,0,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39196,-,-,-,-,-,-,-,-
20180218,-,-,-,39209,0,0,12917,6780,5938,886,612,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39209,-,-,-,-,-,-,-,-
20180219,-,-,-,37268,0,0,14563,3955,436,571,302,0,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37268,-,-,-,-,-,-,-,-
20180220,-,-,-,26097,0,0,8282,4540,106,608,256,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26097,-,-,-,-,-,-,-,-
20180221,-,-,-,22615,0,0,9175,4641,103,502,331,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22615,-,-,-,-,-,-,-,-
20180222,-,-,-,24995,0,0,9108,4160,103,614,288,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24995,-,-,-,-,-,-,-,-
20180223,-,-,-,20459,0,0,8275,4673,102,619,344,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20459,-,-,-,-,-,-,-,-
20180224,-,-,-,31726,0,0,10909,4866,1287,484,197,0,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31726,-,-,-,-,-,-,-,-
20180225,-,-,-,30785,0,0,14311,4178,1654,486,365,0,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30785,-,-,-,-,-,-,-,-
20180226,-,-,-,21812,0,0,8081,4204,99,600,241,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21812,-,-,-,-,-,-,-,-
20180227,-,-,-,19999,0,0,5725,4211,100,387,277,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19999,-,-,-,-,-,-,-,-
20180228,-,-,-,26901,0,0,11184,3963,81,688,275,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26901,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
