計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室AC・LTV・洗濯,KT冷蔵庫1・2・照明,リビング照明,キッチンエアコン,キッチンTV,未使用,電子レンジ・冷凍庫,寝室2エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,16201,0,0,3196,6151,524,729,549,0,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16201,-,-,-,-,-,-,-,-
20180402,-,-,-,12846,0,0,2001,4907,368,517,304,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846,-,-,-,-,-,-,-,-
20180403,-,-,-,12547,0,0,1761,4890,15,512,187,0,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12547,-,-,-,-,-,-,-,-
20180404,-,-,-,12834,0,0,1679,4966,5,543,233,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12834,-,-,-,-,-,-,-,-
20180405,-,-,-,11702,0,0,1575,4626,85,397,188,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11702,-,-,-,-,-,-,-,-
20180406,-,-,-,19563,0,0,7943,4596,780,495,293,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19563,-,-,-,-,-,-,-,-
20180407,-,-,-,23005,0,0,8360,3837,2870,315,68,0,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23005,-,-,-,-,-,-,-,-
20180408,-,-,-,19950,0,0,5519,5221,2277,717,309,0,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950,-,-,-,-,-,-,-,-
20180409,-,-,-,18784,0,0,4848,4603,64,444,287,0,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18784,-,-,-,-,-,-,-,-
20180410,-,-,-,14522,0,0,2551,4603,328,526,178,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14522,-,-,-,-,-,-,-,-
