計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,2F　東寝室AC,エコキュート,和室AC,2F　西AC,冷蔵庫　洗濯機,未使用,四畳半洋室AC,2F　電灯　コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018022100+0900,-,-,-,2161,0,87,0,549,0,0,189,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,-,-,306,-,-,-,-,-
2018022101+0900,-,-,-,1968,0,0,0,562,0,0,270,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,-,-,17,-,-,-,-,-
2018022102+0900,-,-,-,1607,0,0,0,563,0,0,103,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,-,-,6,-,-,-,-,-
2018022103+0900,-,-,-,1382,0,0,0,564,0,0,128,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,-,-,0,-,-,-,-,-
2018022104+0900,-,-,-,1445,0,0,0,522,0,0,182,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,-,-,0,-,-,-,-,-
2018022105+0900,-,-,-,1516,0,0,0,499,0,0,194,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,-,-,0,-,-,-,-,-
2018022106+0900,-,-,-,1793,0,0,0,660,0,0,170,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,-,-,10,-,-,-,-,-
2018022107+0900,-,-,-,964,0,129,0,24,0,0,322,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,-,-,9,-,-,-,-,-
2018022108+0900,-,-,-,952,0,133,0,0,0,0,238,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,-,-,21,-,-,-,-,-
2018022109+0900,-,-,-,560,0,0,0,0,0,0,115,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,-,-,8,-,-,-,-,-
2018022110+0900,-,-,-,685,0,108,0,0,0,0,119,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,-,-,0,-,-,-,-,-
2018022111+0900,-,-,-,418,0,0,0,0,0,0,120,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,-,-,0,-,-,-,-,-
2018022112+0900,-,-,-,597,0,0,0,0,0,0,116,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,-,-,1,-,-,-,-,-
2018022113+0900,-,-,-,521,0,0,0,0,0,0,99,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,-,-,0,-,-,-,-,-
2018022114+0900,-,-,-,299,0,0,0,0,0,0,118,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,-,-,3,-,-,-,-,-
2018022115+0900,-,-,-,464,0,22,0,0,0,0,120,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,-,-,0,-,-,-,-,-
2018022116+0900,-,-,-,349,0,0,0,0,0,0,116,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,-,-,0,-,-,-,-,-
2018022117+0900,-,-,-,537,0,0,0,0,0,0,204,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,-,-,66,-,-,-,-,-
2018022118+0900,-,-,-,2688,0,394,0,517,0,0,284,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,-,-,202,-,-,-,-,-
2018022119+0900,-,-,-,2955,0,266,0,892,0,0,264,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,-,-,94,-,-,-,-,-
2018022120+0900,-,-,-,2494,0,166,0,667,0,0,244,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,-,-,47,-,-,-,-,-
2018022121+0900,-,-,-,1063,0,0,0,0,0,0,124,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,-,-,25,-,-,-,-,-
2018022122+0900,-,-,-,1031,0,0,0,5,0,0,232,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,-,-,129,-,-,-,-,-
2018022123+0900,-,-,-,2793,0,0,0,854,0,0,247,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793,-,-,282,-,-,-,-,-
