計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,洗濯機・洗面・浴室,冷蔵庫・キッチン,エアコン・リビング,エアコン・主寝室,リビングTV照明,未使用,電子レンジ・キッチン,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,6203,10329,15581,2506,749,0,0,4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11455,-,-,-,-,-,-,-,-
20180102,-,-,-,8477,13909,21066,2981,844,4006,0,4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15634,-,-,-,-,-,-,-,-
20180103,-,-,-,8571,13453,19579,2818,1066,1458,0,3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14697,-,-,-,-,-,-,-,-
20180104,-,-,-,6334,7397,11300,2656,758,0,0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10237,-,-,-,-,-,-,-,-
20180105,-,-,-,5766,3560,7534,2412,707,0,0,3422,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9740,-,-,-,-,-,-,-,-
20180106,-,-,-,5582,15128,19309,2447,760,0,0,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9763,-,-,-,-,-,-,-,-
20180107,-,-,-,6031,1268,6004,2647,675,0,0,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10767,-,-,-,-,-,-,-,-
20180108,-,-,-,5539,140,3738,2493,736,0,0,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9137,-,-,-,-,-,-,-,-
20180109,-,-,-,6810,3621,7362,2610,577,0,0,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10551,-,-,-,-,-,-,-,-
20180110,-,-,-,5897,5721,8995,2493,728,0,0,2054,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9171,-,-,-,-,-,-,-,-
20180111,-,-,-,6455,7301,13358,3101,689,0,1995,2463,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12512,-,-,-,-,-,-,-,-
20180112,-,-,-,9464,12708,18932,3089,721,2129,1914,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15688,-,-,-,-,-,-,-,-
20180113,-,-,-,8884,11776,17668,2938,540,550,1169,2814,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14776,-,-,-,-,-,-,-,-
20180114,-,-,-,7818,4013,7755,2457,777,0,34,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11560,-,-,-,-,-,-,-,-
20180115,-,-,-,6472,2587,7707,2749,787,0,1697,2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11592,-,-,-,-,-,-,-,-
20180116,-,-,-,7495,5785,10559,2590,916,0,0,3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269,-,-,-,-,-,-,-,-
20180117,-,-,-,5976,208,3377,2515,785,0,0,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9145,-,-,-,-,-,-,-,-
20180118,-,-,-,5911,5134,9121,2673,752,0,431,2502,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9898,-,-,-,-,-,-,-,-
20180119,-,-,-,5774,9740,17702,2579,952,2421,0,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13736,-,-,-,-,-,-,-,-
20180120,-,-,-,7583,13223,17243,2472,897,0,0,3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11603,-,-,-,-,-,-,-,-
20180121,-,-,-,6192,12461,17857,2833,963,0,0,4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11588,-,-,-,-,-,-,-,-
20180122,-,-,-,6533,4370,8624,2489,732,575,0,3164,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10787,-,-,-,-,-,-,-,-
20180123,-,-,-,6110,9710,13372,2569,735,313,0,2314,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9772,-,-,-,-,-,-,-,-
20180124,-,-,-,6812,12540,19361,3001,641,2512,0,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13633,-,-,-,-,-,-,-,-
20180125,-,-,-,9135,13206,17751,2955,721,708,0,2625,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13680,-,-,-,-,-,-,-,-
20180126,-,-,-,6364,18283,22761,2973,751,0,0,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10842,-,-,-,-,-,-,-,-
20180127,-,-,-,6817,17857,22647,2794,705,221,0,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11607,-,-,-,-,-,-,-,-
20180128,-,-,-,6286,542,5531,2702,782,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11275,-,-,-,-,-,-,-,-
20180129,-,-,-,7330,6173,12529,2442,755,3219,0,3107,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13686,-,-,-,-,-,-,-,-
20180130,-,-,-,8263,13061,16748,2622,713,0,0,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11950,-,-,-,-,-,-,-,-
20180131,-,-,-,5172,10242,13876,2994,538,0,0,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8806,-,-,-,-,-,-,-,-
