計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン,未使用,エアコン,リビング電灯,エコキュート？,未使用,エアコン,エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,31910,0,1133,0,4777,11558,3815,21914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31910,-,-,487,-,-,-,-,-
20180202,-,-,-,33357,0,114,0,8093,11790,3519,19268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33357,-,-,352,-,-,-,-,-
20180203,-,-,-,40252,0,1038,1,5975,12012,4073,32954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40252,-,-,629,-,-,-,-,-
20180204,-,-,-,30102,0,411,0,6895,7428,3712,16610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30102,-,-,163,-,-,-,-,-
20180205,-,-,-,52352,0,275,4281,11972,17084,6945,23029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52352,-,-,577,-,-,-,-,-
20180206,-,-,-,58822,0,693,4951,14913,16064,15891,25458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58822,-,-,375,-,-,-,-,-
20180207,-,-,-,48684,0,135,3349,11059,15006,11232,23300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48684,-,-,507,-,-,-,-,-
20180208,-,-,-,55791,0,809,825,16316,12404,10908,36527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55791,-,-,398,-,-,-,-,-
20180209,-,-,-,40560,0,1157,1021,9410,7131,10290,30115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40560,-,-,651,-,-,-,-,-
20180210,-,-,-,45332,0,919,5694,11942,8518,7019,26479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45332,-,-,262,-,-,-,-,-
20180211,-,-,-,49391,0,559,9984,10646,6981,10983,25249,0,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49391,-,-,667,-,-,-,-,-
20180212,-,-,-,59483,0,109,7879,15215,13464,13789,27948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59483,-,-,324,-,-,-,-,-
20180213,-,-,-,31682,0,441,4363,3234,7684,11175,16761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31682,-,-,77,-,-,-,-,-
20180214,-,-,-,28977,0,959,0,7841,2494,13694,17992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28977,-,-,443,-,-,-,-,-
20180215,-,-,-,38528,0,610,1282,9257,8536,11658,21647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38528,-,-,352,-,-,-,-,-
20180216,-,-,-,29142,0,688,0,6147,7229,6077,20769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29142,-,-,645,-,-,-,-,-
20180217,-,-,-,29818,0,1365,136,9577,6173,4522,17169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29818,-,-,110,-,-,-,-,-
20180218,-,-,-,21605,0,160,0,2374,7264,4166,15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21605,-,-,161,-,-,-,-,-
20180219,-,-,-,18725,0,429,332,4761,919,4869,16482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18725,-,-,197,-,-,-,-,-
20180220,-,-,-,18720,0,934,0,2251,3787,4593,15467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18720,-,-,564,-,-,-,-,-
20180221,-,-,-,26525,0,810,0,6214,5345,5308,19384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26525,-,-,363,-,-,-,-,-
20180222,-,-,-,28413,0,825,289,5134,8520,4299,19298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28413,-,-,675,-,-,-,-,-
20180223,-,-,-,25505,0,555,0,7660,5383,4079,17117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25505,-,-,347,-,-,-,-,-
20180224,-,-,-,23342,0,430,0,9828,0,3607,19496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23342,-,-,93,-,-,-,-,-
20180225,-,-,-,13761,0,122,0,2113,0,4211,15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13761,-,-,76,-,-,-,-,-
20180226,-,-,-,21696,0,364,1,6992,2997,4078,14914,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21696,-,-,398,-,-,-,-,-
20180227,-,-,-,30481,0,322,0,10077,6843,5125,18306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30481,-,-,356,-,-,-,-,-
20180228,-,-,-,20138,0,165,1082,2605,2711,4179,19395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20138,-,-,335,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
