計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,2Ｆ中西寝室エアコン,2Ｆ西寝室エアコン,冷蔵庫・リビング電灯,リビングテレビ,食器乾燥機,未使用,洗濯機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,22560,0,9920,0,0,811,1693,242,0,587,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22560,-,-,-,-,-,-,-,-
20180202,-,-,-,26799,0,14200,0,37,1073,1414,340,0,486,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26799,-,-,-,-,-,-,-,-
20180203,-,-,-,27115,0,14511,0,8,896,2115,289,0,126,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27115,-,-,-,-,-,-,-,-
20180204,-,-,-,33928,0,19059,0,20,764,3000,289,0,474,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33928,-,-,-,-,-,-,-,-
20180205,-,-,-,28700,0,15906,0,0,870,1516,294,0,603,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28700,-,-,-,-,-,-,-,-
20180206,-,-,-,25775,0,12120,0,3,802,2380,294,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25775,-,-,-,-,-,-,-,-
20180207,-,-,-,28433,0,13961,0,1,861,1590,582,0,540,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28433,-,-,-,-,-,-,-,-
20180208,-,-,-,27018,0,13264,0,12,723,1506,805,0,485,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27018,-,-,-,-,-,-,-,-
20180209,-,-,-,23450,0,11663,0,2,793,1278,289,0,568,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23450,-,-,-,-,-,-,-,-
20180210,-,-,-,28470,0,15713,0,0,816,1373,288,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28470,-,-,-,-,-,-,-,-
20180211,-,-,-,33498,0,19631,0,0,629,1865,0,0,381,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33498,-,-,-,-,-,-,-,-
20180212,-,-,-,35401,0,19226,0,20,1052,2290,287,0,498,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35401,-,-,-,-,-,-,-,-
20180213,-,-,-,23834,0,9970,0,31,841,1497,461,0,403,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23834,-,-,-,-,-,-,-,-
20180214,-,-,-,24424,0,9113,0,2,817,2084,565,0,474,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24424,-,-,-,-,-,-,-,-
