計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,2Ｆ中西寝室エアコン,2Ｆ西寝室エアコン,冷蔵庫・リビング電灯,リビングテレビ,食器乾燥機,未使用,洗濯機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,10364,0,0,0,0,654,1809,283,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364,-,-,-,-,-,-,-,-
20180402,-,-,-,10011,0,0,0,0,831,1448,418,0,140,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10011,-,-,-,-,-,-,-,-
20180403,-,-,-,9578,0,0,0,0,622,1283,280,0,114,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9578,-,-,-,-,-,-,-,-
20180404,-,-,-,9602,0,0,0,0,722,1372,280,0,103,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9602,-,-,-,-,-,-,-,-
20180405,-,-,-,10311,0,0,0,0,634,1422,595,0,116,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10311,-,-,-,-,-,-,-,-
20180406,-,-,-,9796,0,0,0,0,826,1712,283,0,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796,-,-,-,-,-,-,-,-
20180407,-,-,-,14414,0,4242,0,0,701,1477,466,0,157,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14414,-,-,-,-,-,-,-,-
20180408,-,-,-,18858,0,5455,0,0,613,1623,1036,0,153,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18858,-,-,-,-,-,-,-,-
20180409,-,-,-,10741,0,1415,0,0,591,1260,0,0,96,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10741,-,-,-,-,-,-,-,-
20180410,-,-,-,9747,0,0,0,0,580,1253,566,0,82,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9747,-,-,-,-,-,-,-,-
20180411,-,-,-,9475,0,0,0,0,713,1256,279,0,93,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9475,-,-,-,-,-,-,-,-
20180412,-,-,-,10049,0,0,0,0,825,1366,470,0,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10049,-,-,-,-,-,-,-,-
20180413,-,-,-,9322,0,0,0,0,747,1196,283,0,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9322,-,-,-,-,-,-,-,-
20180414,-,-,-,9154,0,0,0,0,640,1347,280,0,55,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9154,-,-,-,-,-,-,-,-
20180415,-,-,-,10644,0,0,0,0,658,1856,567,0,195,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10644,-,-,-,-,-,-,-,-
20180416,-,-,-,9325,0,0,0,0,518,1327,402,0,164,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9325,-,-,-,-,-,-,-,-
20180417,-,-,-,11966,0,2388,0,0,835,1274,282,0,77,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11966,-,-,-,-,-,-,-,-
20180418,-,-,-,9718,0,76,0,0,647,1232,283,0,137,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9718,-,-,-,-,-,-,-,-
20180419,-,-,-,10505,0,0,0,0,629,1539,423,0,161,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10505,-,-,-,-,-,-,-,-
20180420,-,-,-,9446,0,0,0,0,486,1263,281,0,60,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446,-,-,-,-,-,-,-,-
20180421,-,-,-,9739,0,0,0,0,559,1272,282,0,143,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9739,-,-,-,-,-,-,-,-
20180422,-,-,-,10511,0,0,0,0,956,1540,278,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10511,-,-,-,-,-,-,-,-
20180423,-,-,-,9926,0,0,0,0,836,1381,425,0,67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9926,-,-,-,-,-,-,-,-
20180424,-,-,-,9469,0,0,0,0,684,1291,382,0,64,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9469,-,-,-,-,-,-,-,-
20180425,-,-,-,9386,0,0,0,0,706,1228,284,0,101,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9386,-,-,-,-,-,-,-,-
20180426,-,-,-,9668,0,0,0,0,424,1339,360,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9668,-,-,-,-,-,-,-,-
20180427,-,-,-,9318,0,0,0,0,633,1309,283,0,65,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9318,-,-,-,-,-,-,-,-
20180428,-,-,-,9699,0,0,0,0,543,1302,358,0,107,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9699,-,-,-,-,-,-,-,-
20180429,-,-,-,10002,0,0,0,0,569,1562,282,0,211,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10002,-,-,-,-,-,-,-,-
20180430,-,-,-,9848,0,0,0,0,618,1432,557,0,114,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9848,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
