計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,2Ｆ中西寝室エアコン,2Ｆ西寝室エアコン,冷蔵庫・リビング電灯,リビングテレビ,食器乾燥機,未使用,洗濯機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,39923,0,20065,0,0,1472,1898,288,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39923,-,-,-,-,-,-,-,-
20180102,-,-,-,30294,0,13585,0,59,928,1933,289,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30294,-,-,-,-,-,-,-,-
20180103,-,-,-,29329,0,9134,0,0,1162,4412,794,0,578,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29329,-,-,-,-,-,-,-,-
20180104,-,-,-,29729,0,15071,0,0,675,1831,0,0,590,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29729,-,-,-,-,-,-,-,-
20180105,-,-,-,27624,0,13027,0,0,1081,2624,284,0,664,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27624,-,-,-,-,-,-,-,-
20180106,-,-,-,28525,0,13788,0,0,861,1565,575,0,428,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28525,-,-,-,-,-,-,-,-
20180107,-,-,-,29780,0,16667,0,0,804,1862,288,0,621,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29780,-,-,-,-,-,-,-,-
20180108,-,-,-,31424,0,14123,0,0,995,1735,285,0,362,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31424,-,-,-,-,-,-,-,-
20180109,-,-,-,31648,0,13445,0,0,753,1274,289,0,372,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31648,-,-,-,-,-,-,-,-
20180110,-,-,-,31939,0,11702,0,0,732,1316,0,0,564,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31939,-,-,-,-,-,-,-,-
