計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LDKエアコン,主寝室エアコン,キッチン,リビング,電子レンジ,洗濯機・ウォシュレット,未使用,洋室,浴室乾燥機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,7754,0,0,0,1291,4834,111,478,0,111,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754,-,-,-,-,-,-,-,-
20180402,-,-,-,8061,0,0,0,1536,4528,363,264,0,384,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8061,-,-,-,-,-,-,-,-
20180403,-,-,-,8032,0,0,0,1828,3766,493,344,0,572,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8032,-,-,-,-,-,-,-,-
20180404,-,-,-,8236,0,0,0,2035,4377,607,412,0,198,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8236,-,-,-,-,-,-,-,-
20180405,-,-,-,7989,0,0,0,2189,3883,402,480,0,410,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7989,-,-,-,-,-,-,-,-
20180406,-,-,-,7476,0,0,0,1445,4445,154,258,0,304,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7476,-,-,-,-,-,-,-,-
20180407,-,-,-,10149,0,0,0,1843,5884,352,582,0,378,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10149,-,-,-,-,-,-,-,-
20180408,-,-,-,9158,0,0,0,1264,5349,419,548,0,237,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9158,-,-,-,-,-,-,-,-
20180409,-,-,-,8281,0,0,0,1277,4822,430,401,0,131,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,-,-,-,-,-,-,-,-
20180410,-,-,-,7327,0,0,0,1380,4313,263,287,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7327,-,-,-,-,-,-,-,-
20180411,-,-,-,7956,0,0,0,1480,4218,343,460,0,342,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,-,-,-,-,-,-,-,-
20180412,-,-,-,7379,0,0,0,1882,3501,408,425,0,361,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7379,-,-,-,-,-,-,-,-
20180413,-,-,-,7059,0,0,0,1440,4059,342,318,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059,-,-,-,-,-,-,-,-
20180414,-,-,-,9923,0,0,0,1860,5617,451,334,0,640,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,-,-,-,-,-,-,-,-
20180415,-,-,-,9639,0,0,0,1727,5645,421,344,0,472,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9639,-,-,-,-,-,-,-,-
20180416,-,-,-,7526,0,0,0,1713,3959,438,284,0,104,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7526,-,-,-,-,-,-,-,-
20180417,-,-,-,7335,0,0,0,1383,4439,208,115,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7335,-,-,-,-,-,-,-,-
20180418,-,-,-,8196,0,0,0,1463,4860,130,270,0,321,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8196,-,-,-,-,-,-,-,-
20180419,-,-,-,5769,0,0,0,1597,2623,373,176,0,268,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5769,-,-,-,-,-,-,-,-
20180420,-,-,-,4863,0,0,0,1174,2245,35,430,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4863,-,-,-,-,-,-,-,-
20180421,-,-,-,10421,0,1267,0,3175,3578,270,564,0,574,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10421,-,-,-,-,-,-,-,-
20180422,-,-,-,7821,0,215,0,2449,2886,263,539,0,317,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7821,-,-,-,-,-,-,-,-
20180423,-,-,-,6848,0,187,0,2117,2700,268,329,0,525,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848,-,-,-,-,-,-,-,-
20180424,-,-,-,6237,0,18,0,1969,2595,587,192,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237,-,-,-,-,-,-,-,-
20180425,-,-,-,5001,0,0,0,1349,2283,125,421,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001,-,-,-,-,-,-,-,-
20180426,-,-,-,5215,0,0,0,1411,2340,265,258,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5215,-,-,-,-,-,-,-,-
20180427,-,-,-,6728,0,0,0,1889,2947,124,509,0,452,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6728,-,-,-,-,-,-,-,-
20180428,-,-,-,6562,0,0,0,2187,2680,51,521,0,300,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6562,-,-,-,-,-,-,-,-
20180429,-,-,-,5596,0,0,0,1772,2402,195,377,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5596,-,-,-,-,-,-,-,-
