計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LDKエアコン,主寝室エアコン,キッチン,リビング,電子レンジ,洗濯機・ウォシュレット,未使用,洋室,浴室乾燥機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,9597,0,4294,0,531,2803,0,516,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9597,-,-,-,-,-,-,-,-
20180102,-,-,-,6544,0,2488,0,209,1952,0,692,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6544,-,-,-,-,-,-,-,-
20180103,-,-,-,14682,0,8816,0,822,3093,88,771,0,103,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14682,-,-,-,-,-,-,-,-
20180104,-,-,-,13564,0,7718,0,1194,2812,379,592,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13564,-,-,-,-,-,-,-,-
20180105,-,-,-,10873,0,5467,0,1053,2756,316,452,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10873,-,-,-,-,-,-,-,-
20180106,-,-,-,7403,0,2204,0,855,2257,326,654,0,62,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7403,-,-,-,-,-,-,-,-
20180107,-,-,-,16937,0,9875,0,1020,3797,0,830,0,388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16937,-,-,-,-,-,-,-,-
20180108,-,-,-,13461,0,4428,0,1741,4314,520,740,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13461,-,-,-,-,-,-,-,-
20180109,-,-,-,10637,0,4516,0,952,3019,416,588,0,379,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,-,-,-,-,-,-,-,-
20180110,-,-,-,10494,0,4535,0,694,2623,260,522,0,270,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10494,-,-,-,-,-,-,-,-
20180111,-,-,-,14746,0,7878,0,1001,2737,250,681,0,549,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14746,-,-,-,-,-,-,-,-
20180112,-,-,-,21301,0,12610,1316,1108,3713,301,946,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21301,-,-,-,-,-,-,-,-
20180113,-,-,-,9456,0,4142,142,329,1986,98,920,0,53,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9456,-,-,-,-,-,-,-,-
20180114,-,-,-,12949,0,6698,0,404,2620,351,720,0,75,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12949,-,-,-,-,-,-,-,-
20180115,-,-,-,12542,0,7642,0,841,1845,383,775,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12542,-,-,-,-,-,-,-,-
20180116,-,-,-,9624,0,3475,0,1076,2441,668,686,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624,-,-,-,-,-,-,-,-
20180117,-,-,-,7423,0,1833,0,1253,2307,437,537,0,197,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7423,-,-,-,-,-,-,-,-
20180118,-,-,-,6973,0,3297,0,601,1590,181,462,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6973,-,-,-,-,-,-,-,-
20180119,-,-,-,7367,0,2645,0,525,2602,0,438,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7367,-,-,-,-,-,-,-,-
20180120,-,-,-,3658,0,899,0,69,1567,0,236,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,-,-,-,-,-,-,-,-
20180121,-,-,-,6217,0,2626,0,349,1964,0,370,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6217,-,-,-,-,-,-,-,-
20180122,-,-,-,13709,0,7152,0,1163,3138,438,372,0,457,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13709,-,-,-,-,-,-,-,-
