計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,IHヒーター,2FAC・電灯コ・倉庫冷,キッチン冷蔵庫・電灯コ,リビング電灯コ・洗濯機,食洗機,未使用,座敷・縁側電灯コ・TV,和室（祖母）AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,20584,0,646,1277,2818,2033,8992,823,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20584,-,-,-,-,-,-,-,-
20171202,-,-,-,18251,0,2202,893,1274,1791,8852,779,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18251,-,-,-,-,-,-,-,-
20171203,-,-,-,18972,0,624,1171,2839,1846,7964,815,0,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18972,-,-,-,-,-,-,-,-
20171204,-,-,-,18280,0,483,1048,1299,2018,8470,789,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18280,-,-,-,-,-,-,-,-
20171205,-,-,-,22860,0,1851,1714,4612,2129,9371,840,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22860,-,-,-,-,-,-,-,-
20171206,-,-,-,20407,0,2091,914,1700,1876,8870,915,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20407,-,-,-,-,-,-,-,-
20171207,-,-,-,21712,0,2008,1385,3149,2173,9857,793,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21712,-,-,-,-,-,-,-,-
20171208,-,-,-,25547,0,1851,1790,4842,1942,9358,887,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25547,-,-,-,-,-,-,-,-
20171209,-,-,-,18375,0,2267,915,1326,1831,9105,827,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18375,-,-,-,-,-,-,-,-
20171210,-,-,-,21517,0,1510,1149,2174,2054,9285,828,0,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21517,-,-,-,-,-,-,-,-
20171211,-,-,-,23554,0,1656,1637,4608,1961,8026,853,0,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23554,-,-,-,-,-,-,-,-
20171212,-,-,-,23858,0,2358,1696,4504,2111,9687,858,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23858,-,-,-,-,-,-,-,-
20171213,-,-,-,26055,0,4159,917,5559,1859,9179,852,0,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26055,-,-,-,-,-,-,-,-
20171214,-,-,-,22757,0,2515,1596,3933,2292,8995,837,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22757,-,-,-,-,-,-,-,-
20171215,-,-,-,19729,0,1846,791,1590,2175,8532,832,0,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19729,-,-,-,-,-,-,-,-
20171216,-,-,-,17497,0,1529,785,1924,1787,8654,839,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17497,-,-,-,-,-,-,-,-
20171217,-,-,-,21352,0,2939,1043,918,2004,9438,850,0,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21352,-,-,-,-,-,-,-,-
20171218,-,-,-,22723,0,2588,1145,3540,1962,8542,830,0,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22723,-,-,-,-,-,-,-,-
20171219,-,-,-,17948,0,1763,900,1295,1966,8786,805,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17948,-,-,-,-,-,-,-,-
20171220,-,-,-,24670,0,2667,1290,4294,2168,8959,847,0,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24670,-,-,-,-,-,-,-,-
20171221,-,-,-,21157,0,2215,1172,3066,2514,8825,846,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21157,-,-,-,-,-,-,-,-
20171222,-,-,-,15157,0,1733,659,1017,1805,7963,39,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15157,-,-,-,-,-,-,-,-
20171223,-,-,-,18010,0,2128,750,1774,1880,8819,845,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18010,-,-,-,-,-,-,-,-
20171224,-,-,-,22216,0,1329,1129,3091,2134,9155,827,0,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22216,-,-,-,-,-,-,-,-
20171225,-,-,-,24182,0,1341,1398,4483,2170,10091,829,0,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24182,-,-,-,-,-,-,-,-
20171226,-,-,-,22348,0,1730,1305,4185,2634,9155,840,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22348,-,-,-,-,-,-,-,-
20171227,-,-,-,25106,0,2392,984,4909,2191,9339,868,0,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25106,-,-,-,-,-,-,-,-
20171228,-,-,-,20615,0,1631,1348,2440,2221,9296,845,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20615,-,-,-,-,-,-,-,-
20171229,-,-,-,20519,0,1754,951,1294,2612,8620,837,0,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20519,-,-,-,-,-,-,-,-
20171230,-,-,-,22217,0,4336,1114,1467,2728,9233,944,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22217,-,-,-,-,-,-,-,-
20171231,-,-,-,29172,0,3086,2882,3556,3640,9890,43,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29172,-,-,-,-,-,-,-,-
