計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯冷蔵台所照明レンジ,未使用,未使用,未使用,リビング照明,換気扇・浴室,未使用,２階寝室照明,２階照明･Ｌエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,16404,0,2318,0,0,0,2363,0,0,0,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16404,-,-,-,-,-,-,-,-
20180102,-,-,-,8049,0,2134,0,0,0,2271,0,0,0,3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8049,-,-,-,-,-,-,-,-
20180103,-,-,-,11275,0,1963,0,0,0,2509,851,0,0,5899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11275,-,-,-,-,-,-,-,-
20180104,-,-,-,4479,0,1824,0,0,0,1802,0,0,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4479,-,-,-,-,-,-,-,-
20180105,-,-,-,4974,0,1772,0,0,0,1734,0,0,1,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974,-,-,-,-,-,-,-,-
20180106,-,-,-,11328,0,2109,0,0,0,1879,1142,0,0,6163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11328,-,-,-,-,-,-,-,-
20180107,-,-,-,11416,0,1891,0,0,0,1555,0,0,0,7988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11416,-,-,-,-,-,-,-,-
20180108,-,-,-,10852,0,1952,0,0,0,2233,1041,0,0,5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10852,-,-,-,-,-,-,-,-
20180109,-,-,-,10200,0,1890,0,0,0,1430,0,0,0,6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,-,-,-,-,-,-,-,-
20180110,-,-,-,9378,0,1945,0,0,0,1279,0,0,0,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378,-,-,-,-,-,-,-,-
20180111,-,-,-,14151,0,2469,0,0,0,1780,402,0,1,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14151,-,-,-,-,-,-,-,-
20180112,-,-,-,10841,0,2431,0,0,0,1228,0,0,1,7170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10841,-,-,-,-,-,-,-,-
20180113,-,-,-,16743,0,2484,0,0,0,1962,550,0,0,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16743,-,-,-,-,-,-,-,-
20180114,-,-,-,17102,0,1976,0,0,0,1015,0,0,1,13876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17102,-,-,-,-,-,-,-,-
20180115,-,-,-,11181,0,2084,0,0,0,1472,0,0,40,7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11181,-,-,-,-,-,-,-,-
20180116,-,-,-,7824,0,2058,0,0,0,1862,0,0,0,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7824,-,-,-,-,-,-,-,-
20180117,-,-,-,8585,0,2124,0,0,0,1908,1686,0,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8585,-,-,-,-,-,-,-,-
20180118,-,-,-,7222,0,1949,0,0,0,1282,0,0,0,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222,-,-,-,-,-,-,-,-
20180119,-,-,-,4857,0,1812,0,0,0,1141,0,0,0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4857,-,-,-,-,-,-,-,-
20180120,-,-,-,9664,0,1821,0,0,0,1868,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9664,-,-,-,-,-,-,-,-
20180121,-,-,-,9567,0,2098,0,0,0,1434,1351,0,1,4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9567,-,-,-,-,-,-,-,-
20180122,-,-,-,7399,0,1829,0,0,0,1758,0,0,0,3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399,-,-,-,-,-,-,-,-
20180123,-,-,-,10322,0,1906,0,0,0,1544,0,0,1,6874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10322,-,-,-,-,-,-,-,-
20180124,-,-,-,11791,0,2186,0,0,0,2270,0,0,5,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11791,-,-,-,-,-,-,-,-
20180125,-,-,-,15551,0,2796,0,0,0,1589,2436,0,0,8723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15551,-,-,-,-,-,-,-,-
20180126,-,-,-,10063,0,2322,0,0,0,1260,0,0,1,6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10063,-,-,-,-,-,-,-,-
20180127,-,-,-,10210,0,2166,0,0,0,1761,0,0,0,6280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10210,-,-,-,-,-,-,-,-
20180128,-,-,-,14046,0,2016,0,0,0,1914,0,0,0,10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14046,-,-,-,-,-,-,-,-
20180129,-,-,-,17451,0,2192,0,0,0,2062,2014,0,7,11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17451,-,-,-,-,-,-,-,-
20180130,-,-,-,5638,0,2215,0,0,0,1554,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5638,-,-,-,-,-,-,-,-
20180131,-,-,-,11688,0,2344,0,0,0,1978,0,0,0,7263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11688,-,-,-,-,-,-,-,-
