計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,主寝室AC,冷蔵庫,LDK電灯コンセント,洗濯機,2F洋室AC,未使用,2F寝室電灯コンセント,浄化槽ファン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20171102,-,-,-,3183,59,0,0,155,1356,110,19,0,356,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,-,-,-,-,-,-,-,-
20171103,-,-,-,8779,0,0,0,504,2551,530,27,0,1140,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8779,-,-,-,-,-,-,-,-
20171104,-,-,-,8954,0,0,0,313,2375,566,68,0,1060,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8954,-,-,-,-,-,-,-,-
20171105,-,-,-,9039,0,0,0,245,2554,597,10,0,909,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9039,-,-,-,-,-,-,-,-
20171106,-,-,-,9094,0,0,0,323,2859,736,13,0,960,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9094,-,-,-,-,-,-,-,-
20171107,-,-,-,9058,0,0,0,320,2563,829,207,0,998,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9058,-,-,-,-,-,-,-,-
20171108,-,-,-,8574,0,0,0,422,2326,504,31,0,1101,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8574,-,-,-,-,-,-,-,-
20171109,-,-,-,8504,0,0,0,407,2059,564,56,0,1115,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8504,-,-,-,-,-,-,-,-
20171110,-,-,-,8676,0,0,0,400,2287,546,35,0,1097,3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8676,-,-,-,-,-,-,-,-
20171111,-,-,-,8592,0,0,0,412,2090,531,31,0,1117,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8592,-,-,-,-,-,-,-,-
20171112,-,-,-,8615,0,0,0,241,2581,623,23,0,934,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8615,-,-,-,-,-,-,-,-
20171113,-,-,-,8073,0,0,0,256,2156,596,44,0,780,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8073,-,-,-,-,-,-,-,-
20171114,-,-,-,8659,0,0,0,248,2300,586,89,0,1009,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8659,-,-,-,-,-,-,-,-
20171115,-,-,-,8760,0,0,0,263,2846,595,28,0,839,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760,-,-,-,-,-,-,-,-
20171116,-,-,-,8551,0,0,0,243,2334,601,35,0,893,3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8551,-,-,-,-,-,-,-,-
20171117,-,-,-,8375,0,0,0,217,2211,716,34,0,648,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8375,-,-,-,-,-,-,-,-
20171118,-,-,-,8418,0,0,0,241,2428,634,24,0,689,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8418,-,-,-,-,-,-,-,-
20171119,-,-,-,9053,0,0,0,225,2883,737,24,0,697,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9053,-,-,-,-,-,-,-,-
20171120,-,-,-,8646,0,0,0,205,2538,684,94,0,647,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8646,-,-,-,-,-,-,-,-
20171121,-,-,-,8172,0,0,0,208,2166,688,83,0,621,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8172,-,-,-,-,-,-,-,-
20171122,-,-,-,8661,0,0,0,204,2523,723,35,0,621,3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8661,-,-,-,-,-,-,-,-
20171123,-,-,-,8641,0,0,0,217,2847,588,48,0,624,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8641,-,-,-,-,-,-,-,-
20171124,-,-,-,8220,0,0,0,205,2199,753,45,0,658,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8220,-,-,-,-,-,-,-,-
20171125,-,-,-,8281,0,0,0,198,2286,730,47,0,654,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,-,-,-,-,-,-,-,-
20171126,-,-,-,8090,0,0,0,341,2210,760,23,0,646,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090,-,-,-,-,-,-,-,-
20171127,-,-,-,8493,0,0,0,228,2468,876,23,0,645,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8493,-,-,-,-,-,-,-,-
20171128,-,-,-,8473,0,0,0,228,2204,796,80,0,734,3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8473,-,-,-,-,-,-,-,-
20171129,-,-,-,9198,0,0,0,252,2818,656,55,0,776,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9198,-,-,-,-,-,-,-,-
20171130,-,-,-,9003,0,0,0,269,2649,680,33,0,852,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9003,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
