計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器乾燥機冷蔵庫,未使用,未使用,未使用,エアコン・リビング,エアコン・和室,未使用,リビング・照明・テレビ,和室玄関ローカ照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,9070,0,3360,0,0,0,0,0,0,5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9070,-,-,-,-,-,-,-,-
20180202,-,-,-,10723,0,4075,0,0,0,0,0,0,6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10723,-,-,-,-,-,-,-,-
20180203,-,-,-,11017,0,3792,0,0,0,0,0,0,6975,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11017,-,-,-,-,-,-,-,-
20180204,-,-,-,11150,0,3829,0,0,0,0,0,0,6929,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11150,-,-,-,-,-,-,-,-
20180205,-,-,-,13165,0,4717,0,0,0,0,0,0,8239,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13165,-,-,-,-,-,-,-,-
20180206,-,-,-,12807,0,5109,0,0,0,0,0,0,7500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12807,-,-,-,-,-,-,-,-
20180207,-,-,-,13860,0,5208,0,0,0,0,0,0,8310,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860,-,-,-,-,-,-,-,-
20180208,-,-,-,12401,0,4919,0,0,0,0,0,0,7293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,-,-,-,-,-,-,-,-
20180209,-,-,-,10181,0,4055,0,0,0,0,0,0,5915,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10181,-,-,-,-,-,-,-,-
20180210,-,-,-,12276,0,2651,0,0,0,0,0,0,9417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12276,-,-,-,-,-,-,-,-
20180211,-,-,-,14837,0,5507,0,0,0,0,0,0,9070,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14837,-,-,-,-,-,-,-,-
20180212,-,-,-,14577,0,4940,0,0,0,0,0,0,9399,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14577,-,-,-,-,-,-,-,-
20180213,-,-,-,11407,0,4688,0,0,0,0,0,0,6504,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11407,-,-,-,-,-,-,-,-
20180214,-,-,-,11929,0,4418,0,0,0,0,0,0,7298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11929,-,-,-,-,-,-,-,-
20180215,-,-,-,12074,0,2999,0,0,0,0,0,0,8821,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12074,-,-,-,-,-,-,-,-
20180216,-,-,-,13641,0,4033,0,0,0,0,0,0,9385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13641,-,-,-,-,-,-,-,-
20180217,-,-,-,10600,0,3922,0,0,0,0,0,0,6425,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10600,-,-,-,-,-,-,-,-
20180218,-,-,-,10767,0,3959,0,0,0,0,0,0,6571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10767,-,-,-,-,-,-,-,-
20180219,-,-,-,11320,0,3159,0,0,0,0,0,0,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11320,-,-,-,-,-,-,-,-
20180220,-,-,-,11045,0,3293,0,0,0,0,0,0,7514,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11045,-,-,-,-,-,-,-,-
20180221,-,-,-,9232,0,2928,0,0,0,0,0,0,6091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9232,-,-,-,-,-,-,-,-
20180222,-,-,-,12605,0,3987,0,0,0,0,0,0,8415,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12605,-,-,-,-,-,-,-,-
20180223,-,-,-,11137,0,4351,0,0,0,0,0,0,6592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11137,-,-,-,-,-,-,-,-
20180224,-,-,-,11943,0,4067,0,0,0,0,0,0,7692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11943,-,-,-,-,-,-,-,-
20180225,-,-,-,6920,0,2154,0,0,0,0,0,0,4554,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,-,-,-,-,-,-,-,-
20180226,-,-,-,10094,0,3459,0,0,0,0,0,0,6450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10094,-,-,-,-,-,-,-,-
20180227,-,-,-,10339,0,4165,0,0,0,0,0,0,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10339,-,-,-,-,-,-,-,-
20180228,-,-,-,12050,0,3665,0,0,0,0,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12050,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
