計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,特定1,特定2,特定3,特定4,キッチン・冷蔵庫、テレビ,リビング廊下・照明,未使用,照明・洋室,照明・トイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,6828,0,0,0,0,0,5843,1059,0,3,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6828,-,-,-,-,-,-,-,-
20180502,-,-,-,6013,0,0,0,0,0,5443,2,0,2,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013,-,-,-,-,-,-,-,-
20180503,-,-,-,7575,0,0,0,0,0,6398,1617,0,6,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7575,-,-,-,-,-,-,-,-
20180504,-,-,-,7522,0,0,0,0,0,6934,3,0,5,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7522,-,-,-,-,-,-,-,-
20180505,-,-,-,7036,0,0,0,0,0,4700,2154,0,3,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7036,-,-,-,-,-,-,-,-
20180506,-,-,-,8773,0,0,0,0,0,6709,2816,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8773,-,-,-,-,-,-,-,-
20180507,-,-,-,6954,0,0,0,0,0,6435,2,0,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954,-,-,-,-,-,-,-,-
20180508,-,-,-,5770,0,0,0,0,0,5379,19,0,2,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5770,-,-,-,-,-,-,-,-
20180509,-,-,-,6323,0,0,0,0,0,5064,1844,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6323,-,-,-,-,-,-,-,-
20180510,-,-,-,5845,0,0,0,0,0,5106,440,0,23,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5845,-,-,-,-,-,-,-,-
20180511,-,-,-,7079,0,0,0,0,0,5255,1473,0,55,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7079,-,-,-,-,-,-,-,-
20180512,-,-,-,5005,0,0,0,0,0,4754,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005,-,-,-,-,-,-,-,-
