計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,特定1,特定2,特定3,特定4,キッチン・冷蔵庫、テレビ,リビング廊下・照明,未使用,照明・洋室,照明・トイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,6961,0,0,0,0,0,6571,3,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6961,-,-,-,-,-,-,-,-
20180202,-,-,-,5456,0,0,0,0,0,5235,41,0,6,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5456,-,-,-,-,-,-,-,-
20180203,-,-,-,8632,0,0,0,0,0,7815,731,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8632,-,-,-,-,-,-,-,-
20180204,-,-,-,9921,0,0,0,0,0,9528,4,0,4,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9921,-,-,-,-,-,-,-,-
20180205,-,-,-,6460,0,0,0,0,0,6013,3,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6460,-,-,-,-,-,-,-,-
20180206,-,-,-,7238,0,0,0,0,0,5812,1382,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7238,-,-,-,-,-,-,-,-
20180207,-,-,-,8470,0,0,0,0,0,7726,52,0,27,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8470,-,-,-,-,-,-,-,-
20180208,-,-,-,9919,0,0,0,0,0,7507,2082,0,60,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9919,-,-,-,-,-,-,-,-
20180209,-,-,-,5730,0,0,0,0,0,4460,967,0,10,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5730,-,-,-,-,-,-,-,-
20180210,-,-,-,8656,0,0,0,0,0,6992,1778,0,4,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8656,-,-,-,-,-,-,-,-
20180211,-,-,-,6786,0,0,0,0,0,6456,2,0,4,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786,-,-,-,-,-,-,-,-
20180212,-,-,-,9683,0,0,0,0,0,8997,91,0,127,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9683,-,-,-,-,-,-,-,-
20180213,-,-,-,10055,0,0,0,0,0,9038,934,0,24,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10055,-,-,-,-,-,-,-,-
20180214,-,-,-,7892,0,0,0,0,0,7042,911,0,8,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7892,-,-,-,-,-,-,-,-
20180215,-,-,-,6985,0,0,0,0,0,6375,2,0,27,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6985,-,-,-,-,-,-,-,-
20180216,-,-,-,6488,0,0,0,0,0,4375,3008,0,7,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6488,-,-,-,-,-,-,-,-
