計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,２階書斎１階座敷エアコン,1階200V,未使用,未使用,キッチンTVコンセント,2階寝室エアコン照明,未使用,仏間玄関冷蔵庫照明,キッチンエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,9254,0,0,0,0,0,4770,2853,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9254,-,-,-,-,-,-,-,-
20171002,-,-,-,12797,0,0,0,0,0,6476,2822,0,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12797,-,-,-,-,-,-,-,-
20171003,-,-,-,11937,0,0,0,0,0,5675,2402,0,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11937,-,-,-,-,-,-,-,-
20171004,-,-,-,10194,0,0,0,0,0,5652,2745,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10194,-,-,-,-,-,-,-,-
20171005,-,-,-,9858,0,0,0,0,0,4157,2269,0,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858,-,-,-,-,-,-,-,-
20171006,-,-,-,12173,0,0,0,0,0,5207,3283,0,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12173,-,-,-,-,-,-,-,-
20171007,-,-,-,12117,0,0,0,0,0,6356,2663,0,2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12117,-,-,-,-,-,-,-,-
20171008,-,-,-,9957,0,0,0,0,0,5618,2586,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9957,-,-,-,-,-,-,-,-
20171009,-,-,-,9859,0,0,0,0,0,5236,2970,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859,-,-,-,-,-,-,-,-
20171010,-,-,-,10629,0,0,0,0,0,5791,3115,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10629,-,-,-,-,-,-,-,-
20171011,-,-,-,9898,0,0,0,0,0,4876,3207,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9898,-,-,-,-,-,-,-,-
20171012,-,-,-,10433,0,0,0,0,0,5236,3512,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10433,-,-,-,-,-,-,-,-
20171013,-,-,-,10106,0,0,0,0,0,4975,2524,0,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10106,-,-,-,-,-,-,-,-
20171014,-,-,-,10483,0,0,0,0,0,4584,2578,0,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10483,-,-,-,-,-,-,-,-
20171015,-,-,-,12036,0,0,0,0,0,6070,3033,0,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12036,-,-,-,-,-,-,-,-
20171016,-,-,-,12821,0,0,0,0,0,5309,4332,0,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12821,-,-,-,-,-,-,-,-
20171017,-,-,-,12065,0,0,0,0,0,4910,3970,0,2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12065,-,-,-,-,-,-,-,-
20171018,-,-,-,11550,0,0,0,0,0,5278,3135,0,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550,-,-,-,-,-,-,-,-
20171019,-,-,-,12115,0,0,0,0,0,5761,2691,0,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12115,-,-,-,-,-,-,-,-
20171020,-,-,-,10640,0,0,0,0,0,4529,3490,0,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10640,-,-,-,-,-,-,-,-
20171021,-,-,-,12295,0,0,0,0,0,5483,3625,0,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12295,-,-,-,-,-,-,-,-
20171022,-,-,-,12117,0,0,0,0,0,5761,2840,0,3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12117,-,-,-,-,-,-,-,-
20171023,-,-,-,9727,0,0,0,0,0,4987,3148,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9727,-,-,-,-,-,-,-,-
20171024,-,-,-,10382,0,0,0,0,0,5024,3763,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10382,-,-,-,-,-,-,-,-
20171025,-,-,-,11531,0,0,0,0,0,5378,4479,0,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11531,-,-,-,-,-,-,-,-
20171026,-,-,-,11988,0,0,0,0,0,4870,5566,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11988,-,-,-,-,-,-,-,-
20171027,-,-,-,9876,0,193,0,0,0,4678,3484,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9876,-,-,-,-,-,-,-,-
20171028,-,-,-,8920,0,0,0,0,0,4738,1495,0,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8920,-,-,-,-,-,-,-,-
20171029,-,-,-,7822,0,0,0,0,0,4646,1419,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7822,-,-,-,-,-,-,-,-
20171030,-,-,-,10109,0,102,0,0,0,4526,4050,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10109,-,-,-,-,-,-,-,-
20171031,-,-,-,11964,0,0,0,0,0,4985,5432,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11964,-,-,-,-,-,-,-,-
