計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,主寝室AC,キッチンAC,冷蔵庫・キッチン電灯コン,洗濯機・居間TV電灯コン,未使用,2F電灯コンセント,井戸ポンプ・ボイラー,無効1,無効2,無効3,無効4,無効5,無効6,無効7,無効8,無効9,無効10,無効11,無効12,無効13,無効14,無効15,無効16,無効17,無効18,無効19,無効20,無効21,無効22,無効23,無効24,無効25,無効26,無効27,無効28,無効29,無効30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,9370,0,0,769,0,0,3623,1700,0,1233,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9370,-,-,-,-,-,-,-,-
20180502,-,-,-,12663,0,0,439,0,0,3101,1978,0,1179,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12663,-,-,-,-,-,-,-,-
20180503,-,-,-,9324,0,0,600,0,0,3171,1988,0,1490,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9324,-,-,-,-,-,-,-,-
20180504,-,-,-,10555,0,0,884,0,0,3271,2246,0,1241,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10555,-,-,-,-,-,-,-,-
20180505,-,-,-,10458,0,0,867,0,0,2961,2649,0,1283,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10458,-,-,-,-,-,-,-,-
20180506,-,-,-,13291,0,0,616,0,0,3354,1900,0,1153,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13291,-,-,-,-,-,-,-,-
20180507,-,-,-,13827,0,0,746,0,0,2985,1581,0,1140,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13827,-,-,-,-,-,-,-,-
20180508,-,-,-,14861,0,0,1042,0,0,3585,1842,0,1522,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14861,-,-,-,-,-,-,-,-
20180509,-,-,-,9752,0,0,859,0,0,3576,1818,0,1344,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9752,-,-,-,-,-,-,-,-
20180510,-,-,-,8841,0,0,635,0,0,3042,1539,0,1303,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8841,-,-,-,-,-,-,-,-
20180511,-,-,-,8259,0,0,741,0,0,2681,1318,0,1475,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8259,-,-,-,-,-,-,-,-
20180512,-,-,-,9346,0,0,933,0,0,3319,1674,0,1248,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9346,-,-,-,-,-,-,-,-
20180513,-,-,-,13559,0,0,1151,0,0,3499,2005,0,1160,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13559,-,-,-,-,-,-,-,-
20180514,-,-,-,8727,0,0,628,0,0,3389,1308,0,1214,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8727,-,-,-,-,-,-,-,-
20180515,-,-,-,9268,0,0,801,0,0,3777,1238,0,1402,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9268,-,-,-,-,-,-,-,-
20180516,-,-,-,11199,0,0,414,0,0,3211,1387,0,1255,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11199,-,-,-,-,-,-,-,-
20180517,-,-,-,13876,0,0,738,0,227,3704,1484,0,1103,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13876,-,-,-,-,-,-,-,-
20180518,-,-,-,13029,0,0,394,0,0,3376,1726,0,1046,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13029,-,-,-,-,-,-,-,-
20180519,-,-,-,14045,0,0,847,0,0,3580,1333,0,1268,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14045,-,-,-,-,-,-,-,-
20180520,-,-,-,9756,0,0,993,0,0,3515,1758,0,1387,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9756,-,-,-,-,-,-,-,-
20180521,-,-,-,9273,0,0,893,0,0,3640,1565,0,1200,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9273,-,-,-,-,-,-,-,-
20180522,-,-,-,7635,0,0,392,0,0,3006,1217,0,1234,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7635,-,-,-,-,-,-,-,-
20180523,-,-,-,14252,0,0,633,0,0,3755,2023,0,1133,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14252,-,-,-,-,-,-,-,-
20180524,-,-,-,8887,0,0,814,0,0,3539,1435,0,1212,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8887,-,-,-,-,-,-,-,-
20180525,-,-,-,9580,0,8,1027,0,0,3613,1718,0,1181,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9580,-,-,-,-,-,-,-,-
20180526,-,-,-,14341,0,10,849,0,0,3933,2159,0,1128,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14341,-,-,-,-,-,-,-,-
20180527,-,-,-,9274,0,0,132,0,0,2831,1239,0,764,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9274,-,-,-,-,-,-,-,-
20180528,-,-,-,4670,0,0,0,0,0,2350,666,0,708,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4670,-,-,-,-,-,-,-,-
20180529,-,-,-,5297,0,0,0,0,0,2603,996,0,391,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5297,-,-,-,-,-,-,-,-
20180530,-,-,-,13560,0,0,1291,0,0,4136,1323,0,1079,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13560,-,-,-,-,-,-,-,-
20180531,-,-,-,13572,0,0,1070,0,0,3419,1332,0,1168,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13572,-,-,-,-,-,-,-,-
