計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン・食洗機,リビングTV1・2,リビング照明,冷蔵庫,妹部屋エアコン,未使用,息子部屋エアコン,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,11674,0,890,0,5684,409,1766,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11674,-,-,-,-,-,-,-,-
20180502,-,-,-,12572,0,0,0,6420,430,2254,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12572,-,-,-,-,-,-,-,-
20180503,-,-,-,14820,0,337,0,6901,1056,2346,15,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14820,-,-,-,-,-,-,-,-
20180504,-,-,-,12733,0,1511,0,6679,239,1390,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12733,-,-,-,-,-,-,-,-
20180505,-,-,-,12081,0,0,0,7402,389,1626,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12081,-,-,-,-,-,-,-,-
20180506,-,-,-,15039,0,0,0,8481,890,1873,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15039,-,-,-,-,-,-,-,-
20180507,-,-,-,9588,0,0,0,4937,131,1798,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9588,-,-,-,-,-,-,-,-
20180508,-,-,-,9940,0,0,0,5620,263,1665,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9940,-,-,-,-,-,-,-,-
20180509,-,-,-,9282,0,309,0,5021,169,1595,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9282,-,-,-,-,-,-,-,-
20180510,-,-,-,10137,0,0,0,6012,179,1753,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10137,-,-,-,-,-,-,-,-
20180511,-,-,-,9226,0,0,0,5035,105,1879,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9226,-,-,-,-,-,-,-,-
20180512,-,-,-,11049,0,0,0,5963,280,1924,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11049,-,-,-,-,-,-,-,-
20180513,-,-,-,11297,0,0,0,5709,234,2060,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11297,-,-,-,-,-,-,-,-
20180514,-,-,-,12440,0,0,0,7060,163,1865,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12440,-,-,-,-,-,-,-,-
20180515,-,-,-,10716,0,0,0,5530,181,1997,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10716,-,-,-,-,-,-,-,-
20180516,-,-,-,10348,0,0,0,5287,253,2259,436,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10348,-,-,-,-,-,-,-,-
20180517,-,-,-,11496,0,0,0,5344,130,2436,552,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11496,-,-,-,-,-,-,-,-
20180518,-,-,-,10919,0,0,0,5174,175,2402,171,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10919,-,-,-,-,-,-,-,-
20180519,-,-,-,12487,0,0,0,7199,190,1780,32,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12487,-,-,-,-,-,-,-,-
20180520,-,-,-,13226,0,0,0,7157,260,2330,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13226,-,-,-,-,-,-,-,-
20180521,-,-,-,10635,0,0,0,5215,108,2117,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10635,-,-,-,-,-,-,-,-
20180522,-,-,-,10557,0,0,0,5272,135,2198,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10557,-,-,-,-,-,-,-,-
20180523,-,-,-,10135,0,0,0,5007,198,1883,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10135,-,-,-,-,-,-,-,-
20180524,-,-,-,10386,0,0,0,5502,241,1861,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10386,-,-,-,-,-,-,-,-
20180525,-,-,-,8825,0,0,0,4678,243,1674,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8825,-,-,-,-,-,-,-,-
20180526,-,-,-,13610,0,0,0,7592,229,2140,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13610,-,-,-,-,-,-,-,-
20180527,-,-,-,13888,0,0,0,8404,513,2322,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13888,-,-,-,-,-,-,-,-
20180528,-,-,-,10228,0,0,0,5054,164,2498,5,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10228,-,-,-,-,-,-,-,-
20180529,-,-,-,11306,0,0,0,5279,84,2099,24,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11306,-,-,-,-,-,-,-,-
20180530,-,-,-,11614,0,0,0,5939,150,2164,79,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11614,-,-,-,-,-,-,-,-
20180531,-,-,-,11781,0,0,0,5438,114,2175,12,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11781,-,-,-,-,-,-,-,-
