計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,居間　エアコン,冷蔵庫2,2階リビング照明,母　・テレビ照明,冷蔵庫1,未使用,2階洋室仕事　エアコン,2階洋室服用　エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,21503,0,2105,1939,2314,0,1264,3134,0,54,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21503,-,-,-,-,-,-,-,-
20171102,-,-,-,20175,0,2086,1518,2020,0,954,2625,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20175,-,-,-,-,-,-,-,-
20171103,-,-,-,17885,0,2050,1187,2600,0,1104,2656,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17885,-,-,-,-,-,-,-,-
20171104,-,-,-,15059,0,2045,1635,2074,0,1293,2561,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15059,-,-,-,-,-,-,-,-
20171105,-,-,-,24792,0,2254,2462,1676,0,2051,2720,0,8,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24792,-,-,-,-,-,-,-,-
20171106,-,-,-,16599,0,2175,1146,1835,0,3435,3224,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16599,-,-,-,-,-,-,-,-
20171107,-,-,-,21378,0,2227,1426,1853,0,4078,2584,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21378,-,-,-,-,-,-,-,-
20171108,-,-,-,20976,0,2856,1580,2542,0,2814,2578,0,53,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20976,-,-,-,-,-,-,-,-
20171109,-,-,-,20386,0,2120,1685,2511,0,1238,2607,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20386,-,-,-,-,-,-,-,-
20171110,-,-,-,22863,0,2113,860,1767,0,3574,3088,0,17,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22863,-,-,-,-,-,-,-,-
20171111,-,-,-,20108,0,2131,978,2167,0,3237,2684,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20108,-,-,-,-,-,-,-,-
20171112,-,-,-,23373,0,2328,1973,2127,0,3385,3095,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23373,-,-,-,-,-,-,-,-
20171113,-,-,-,22018,0,2137,510,2036,0,3602,2766,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22018,-,-,-,-,-,-,-,-
20171114,-,-,-,23843,0,3220,1622,2291,0,3508,3337,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23843,-,-,-,-,-,-,-,-
20171115,-,-,-,23685,0,2213,1550,1701,0,3336,2869,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23685,-,-,-,-,-,-,-,-
20171116,-,-,-,24137,0,2299,1600,2013,0,3571,2874,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24137,-,-,-,-,-,-,-,-
20171117,-,-,-,25154,0,4168,1520,1753,0,3595,3276,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25154,-,-,-,-,-,-,-,-
20171118,-,-,-,23024,0,2499,1516,1882,0,3462,2830,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23024,-,-,-,-,-,-,-,-
20171119,-,-,-,24745,0,2367,1938,2637,0,3213,2888,0,23,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24745,-,-,-,-,-,-,-,-
20171120,-,-,-,23328,0,2614,1145,1628,0,3915,2515,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23328,-,-,-,-,-,-,-,-
20171121,-,-,-,21706,0,2405,1358,2047,0,3313,2927,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21706,-,-,-,-,-,-,-,-
20171122,-,-,-,27206,0,2970,1773,2039,0,3941,3230,0,37,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27206,-,-,-,-,-,-,-,-
20171123,-,-,-,32682,0,2186,1706,2528,0,3727,3108,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32682,-,-,-,-,-,-,-,-
20171124,-,-,-,17628,0,3364,1390,1798,0,3715,2817,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17628,-,-,-,-,-,-,-,-
20171125,-,-,-,26217,0,2076,1587,1680,0,3424,2287,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26217,-,-,-,-,-,-,-,-
20171126,-,-,-,26778,0,3162,2029,2411,0,3956,2946,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26778,-,-,-,-,-,-,-,-
20171127,-,-,-,20675,0,2102,1546,2324,0,3751,3088,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20675,-,-,-,-,-,-,-,-
