計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,主寝室AC・200V,キッチンAC,冷蔵庫,食洗機,洗濯機,未使用,電子レンジ,寝室・キッチン電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,90770,0,15532,4483,0,2596,1541,0,0,151,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90770,-,-,-,-,-,-,-,-
20180102,-,-,-,87526,0,11415,6777,0,2452,1031,93,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87526,-,-,-,-,-,-,-,-
20180103,-,-,-,91913,511,10676,5599,0,2659,1053,94,0,213,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91402,-,-,-,-,-,-,-,-
20180104,-,-,-,101198,0,12655,5204,0,2606,976,407,0,94,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101198,-,-,-,-,-,-,-,-
20180105,-,-,-,111306,4,12532,6090,0,2755,893,1032,0,369,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111302,-,-,-,-,-,-,-,-
20180106,-,-,-,79694,3265,14111,5285,0,2725,1088,69,0,91,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76429,-,-,-,-,-,-,-,-
20180107,-,-,-,97025,0,12579,5576,0,2567,978,93,0,292,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97025,-,-,-,-,-,-,-,-
20180108,-,-,-,95627,0,8367,4780,0,2705,53,0,0,55,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95627,-,-,-,-,-,-,-,-
20180109,-,-,-,98116,804,18188,6084,0,2813,1025,93,0,125,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97312,-,-,-,-,-,-,-,-
20180110,-,-,-,56379,2770,8217,8344,0,2048,7,0,0,33,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53609,-,-,-,-,-,-,-,-
20180111,-,-,-,96970,2183,21209,12251,0,1648,0,0,0,21,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94787,-,-,-,-,-,-,-,-
20180112,-,-,-,125518,0,34206,4747,642,2408,562,93,0,183,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125518,-,-,-,-,-,-,-,-
20180113,-,-,-,126576,1127,31577,9358,10,2602,1558,2219,0,192,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125449,-,-,-,-,-,-,-,-
20180114,-,-,-,116118,0,22495,7284,452,2669,1011,0,0,277,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116118,-,-,-,-,-,-,-,-
20180115,-,-,-,108849,0,18527,7853,0,2669,16,94,0,177,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108849,-,-,-,-,-,-,-,-
20180116,-,-,-,69475,2108,11327,2450,0,2362,975,0,0,0,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67367,-,-,-,-,-,-,-,-
20180117,-,-,-,76098,0,5007,962,0,2937,962,95,0,139,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76098,-,-,-,-,-,-,-,-
20180118,-,-,-,96124,262,9602,3693,0,2954,859,169,0,33,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95862,-,-,-,-,-,-,-,-
20180119,-,-,-,79792,3100,5119,1785,0,2899,1103,1501,0,60,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76692,-,-,-,-,-,-,-,-
20180120,-,-,-,73446,4721,9907,2149,0,2724,1004,88,0,285,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68725,-,-,-,-,-,-,-,-
20180121,-,-,-,92088,1132,9180,6128,0,2594,1014,97,0,260,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90956,-,-,-,-,-,-,-,-
20180122,-,-,-,99889,3,17428,4037,0,2741,1022,72,0,100,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99886,-,-,-,-,-,-,-,-
20180123,-,-,-,85123,3957,20076,4064,0,2430,1008,0,0,93,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81166,-,-,-,-,-,-,-,-
20180124,-,-,-,108272,0,31392,8940,0,2673,150,93,0,101,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108272,-,-,-,-,-,-,-,-
20180125,-,-,-,122589,0,24478,9098,0,2501,1079,271,0,76,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122589,-,-,-,-,-,-,-,-
20180126,-,-,-,109873,8922,26147,7565,196,2229,1023,1304,0,0,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100951,-,-,-,-,-,-,-,-
20180127,-,-,-,114569,0,25143,8724,0,2507,754,92,0,113,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114569,-,-,-,-,-,-,-,-
20180128,-,-,-,124807,0,23400,10060,0,2642,1075,92,0,148,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124807,-,-,-,-,-,-,-,-
