計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,主寝室AC・200V,キッチンAC,冷蔵庫,食洗機,洗濯機,未使用,電子レンジ,寝室・キッチン電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,115235,0,18514,6160,0,2705,1178,94,0,177,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115235,-,-,-,-,-,-,-,-
20180202,-,-,-,105109,265,24063,7493,0,2769,1078,0,0,244,3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104844,-,-,-,-,-,-,-,-
20180203,-,-,-,100717,5779,24100,8156,0,2425,61,288,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94938,-,-,-,-,-,-,-,-
20180204,-,-,-,120767,789,30187,8902,0,2489,1045,1269,0,143,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119978,-,-,-,-,-,-,-,-
20180205,-,-,-,111279,1020,31095,8155,0,2371,1047,97,0,81,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110259,-,-,-,-,-,-,-,-
20180206,-,-,-,97987,3947,25067,9825,492,1946,8,0,0,61,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94040,-,-,-,-,-,-,-,-
20180207,-,-,-,112750,1233,32802,7228,0,2213,1001,158,0,90,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111517,-,-,-,-,-,-,-,-
20180208,-,-,-,108661,5877,24348,11393,0,2376,998,83,0,72,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102784,-,-,-,-,-,-,-,-
20180209,-,-,-,111313,1356,24119,7511,0,2539,997,89,0,68,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109957,-,-,-,-,-,-,-,-
20180210,-,-,-,84241,0,18282,5914,0,2437,1027,0,0,33,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84241,-,-,-,-,-,-,-,-
20180211,-,-,-,108326,34,22752,8058,0,2481,1060,321,0,173,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108292,-,-,-,-,-,-,-,-
