計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・キッチン,ＩＨ・キッチン,台所照明冷蔵炊飯TV,洗濯機電子レンジ,未使用,キッチン・トースター,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,17997,0,4827,572,6188,9217,0,33,0,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17997,-,-,-,-,-,-,-,-
20180102,-,-,-,12805,0,1264,1017,6383,13241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12805,-,-,-,-,-,-,-,-
20180103,-,-,-,14569,0,892,1696,7303,8295,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14569,-,-,-,-,-,-,-,-
20180104,-,-,-,10003,0,799,599,3820,8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003,-,-,-,-,-,-,-,-
20180105,-,-,-,8696,0,67,1574,4396,7187,0,0,0,0,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8696,-,-,-,-,-,-,-,-
20180106,-,-,-,11210,0,0,1307,5218,11329,0,0,0,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11210,-,-,-,-,-,-,-,-
20180107,-,-,-,9390,0,0,843,5601,10637,0,0,0,0,5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9390,-,-,-,-,-,-,-,-
20180108,-,-,-,11509,0,1056,1048,5826,8692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11509,-,-,-,-,-,-,-,-
20180109,-,-,-,10617,0,1654,738,4378,7092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10617,-,-,-,-,-,-,-,-
20180110,-,-,-,12234,0,1986,1248,4395,9950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12234,-,-,-,-,-,-,-,-
20180111,-,-,-,13494,0,6024,1101,3962,8513,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13494,-,-,-,-,-,-,-,-
20180112,-,-,-,11059,0,4530,1477,3422,7837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11059,-,-,-,-,-,-,-,-
20180113,-,-,-,16134,0,2305,2624,5581,1789,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16134,-,-,-,-,-,-,-,-
20180114,-,-,-,13986,0,1349,625,7088,10602,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13986,-,-,-,-,-,-,-,-
20180115,-,-,-,11512,0,0,833,4634,8803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11512,-,-,-,-,-,-,-,-
20180116,-,-,-,8874,0,289,2063,4958,10366,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8874,-,-,-,-,-,-,-,-
20180117,-,-,-,10873,0,805,831,4328,7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10873,-,-,-,-,-,-,-,-
20180118,-,-,-,12412,0,1383,900,4872,6789,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12412,-,-,-,-,-,-,-,-
20180119,-,-,-,11945,0,490,1086,4926,4914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11945,-,-,-,-,-,-,-,-
20180120,-,-,-,11707,0,1355,980,6396,7541,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11707,-,-,-,-,-,-,-,-
20180121,-,-,-,10788,0,2956,1175,4432,12774,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10788,-,-,-,-,-,-,-,-
