計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,増設部屋エアコン,IHヒーター,エコキュート,LDKエアコン,不明,リビング照明,未使用,廊下・照明,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,16144,0,0,0,3829,0,116,7951,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16144,-,-,190,-,-,-,-,-
20180402,-,-,-,15944,0,0,665,3600,712,75,6686,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15944,-,-,261,-,-,-,-,-
20180403,-,-,-,17773,0,0,953,4006,0,18,7943,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17773,-,-,308,-,-,-,-,-
20180404,-,-,-,19368,0,0,1919,4519,0,178,8703,0,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19368,-,-,413,-,-,-,-,-
20180405,-,-,-,19361,0,0,1920,6179,0,28,7769,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19361,-,-,259,-,-,-,-,-
20180406,-,-,-,17827,0,0,1266,2677,1638,75,7469,0,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17827,-,-,305,-,-,-,-,-
20180407,-,-,-,23496,0,0,1817,4541,3309,1013,7575,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23496,-,-,491,-,-,-,-,-
20180408,-,-,-,27229,0,0,730,9969,3084,911,7570,0,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27229,-,-,322,-,-,-,-,-
20180409,-,-,-,18483,0,0,1034,4400,986,5,7514,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18483,-,-,309,-,-,-,-,-
20180410,-,-,-,17850,0,0,1196,3956,1492,161,7760,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17850,-,-,364,-,-,-,-,-
20180411,-,-,-,17070,0,0,547,4201,1013,196,7745,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17070,-,-,396,-,-,-,-,-
20180412,-,-,-,19105,0,0,1237,6229,231,18,7707,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19105,-,-,481,-,-,-,-,-
20180413,-,-,-,18584,0,0,1454,6199,0,16,7444,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18584,-,-,475,-,-,-,-,-
20180414,-,-,-,19567,0,0,1490,5261,0,245,8453,0,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19567,-,-,312,-,-,-,-,-
20180415,-,-,-,21494,0,0,2179,3654,0,953,9431,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21494,-,-,387,-,-,-,-,-
20180416,-,-,-,22855,0,0,1488,7347,765,182,7780,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22855,-,-,361,-,-,-,-,-
20180417,-,-,-,18607,0,0,1045,4068,1570,184,7604,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18607,-,-,332,-,-,-,-,-
20180418,-,-,-,20478,0,0,729,5108,1635,190,8052,0,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20478,-,-,550,-,-,-,-,-
20180419,-,-,-,20708,0,0,2174,4569,1736,169,7608,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20708,-,-,509,-,-,-,-,-
20180420,-,-,-,23842,0,0,1559,8129,2018,220,7760,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23842,-,-,572,-,-,-,-,-
20180421,-,-,-,19411,0,0,1521,6110,0,287,7833,0,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19411,-,-,351,-,-,-,-,-
20180422,-,-,-,18965,0,0,1240,3757,0,193,9395,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18965,-,-,333,-,-,-,-,-
20180423,-,-,-,15063,0,0,649,3174,0,31,7588,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15063,-,-,268,-,-,-,-,-
20180424,-,-,-,16655,0,0,647,3938,237,137,7745,0,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16655,-,-,661,-,-,-,-,-
20180425,-,-,-,24067,0,0,501,7996,1645,950,7715,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24067,-,-,561,-,-,-,-,-
20180426,-,-,-,21492,0,0,1430,5605,1704,43,7593,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21492,-,-,344,-,-,-,-,-
20180427,-,-,-,18165,0,0,703,5169,0,65,7642,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18165,-,-,380,-,-,-,-,-
20180428,-,-,-,17878,0,0,295,4753,930,55,7573,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17878,-,-,277,-,-,-,-,-
20180429,-,-,-,17802,0,0,371,4740,0,45,9078,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17802,-,-,354,-,-,-,-,-
20180430,-,-,-,18511,0,0,1229,3413,0,587,8610,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18511,-,-,454,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
