計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,主寝室AC,キッチンAC,冷蔵庫・キッチン電灯コン,洗濯機・居間TV電灯コン,未使用,2F電灯コンセント,井戸ポンプ・ボイラー,無効1,無効2,無効3,無効4,無効5,無効6,無効7,無効8,無効9,無効10,無効11,無効12,無効13,無効14,無効15,無効16,無効17,無効18,無効19,無効20,無効21,無効22,無効23,無効24,無効25,無効26,無効27,無効28,無効29,無効30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,11800,0,0,715,0,0,2840,1929,0,1468,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800,-,-,-,-,-,-,-,-
20171202,-,-,-,13679,0,0,1290,0,0,2671,1609,0,1533,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13679,-,-,-,-,-,-,-,-
20171203,-,-,-,14557,0,0,1283,0,0,2942,1970,0,1252,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14557,-,-,-,-,-,-,-,-
20171204,-,-,-,18157,0,0,1556,0,0,3089,2953,0,1443,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18157,-,-,-,-,-,-,-,-
20171205,-,-,-,16869,0,0,1534,0,0,2698,2266,0,1452,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16869,-,-,-,-,-,-,-,-
20171206,-,-,-,18974,0,0,1910,0,0,3512,2125,0,1533,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18974,-,-,-,-,-,-,-,-
20171207,-,-,-,22218,0,0,1977,0,0,3137,2313,0,1530,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22218,-,-,-,-,-,-,-,-
20171208,-,-,-,19518,0,0,1601,0,0,2996,2217,0,1478,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19518,-,-,-,-,-,-,-,-
20171209,-,-,-,16889,0,0,2158,0,0,2821,2319,0,1540,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16889,-,-,-,-,-,-,-,-
20171210,-,-,-,20257,0,0,1340,0,0,2866,1172,0,1461,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20257,-,-,-,-,-,-,-,-
20171211,-,-,-,18724,0,0,1636,0,0,3087,1911,0,1515,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18724,-,-,-,-,-,-,-,-
20171212,-,-,-,18929,0,0,1548,0,0,3095,2145,0,1507,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18929,-,-,-,-,-,-,-,-
