計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電1,太陽光発電2,ＩＨ・キッチン,エアコン・リビング,エアコン・主寝室,リビング照明・電源・TV,未使用,台所冷蔵庫照明コンセント,洗濯機・洗面・玄関照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,5643,37746,22641,19886,2134,267,0,1463,0,1789,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10424,-,-,-,-,-,-,-,-
20180402,-,-,-,5916,41275,24329,21506,908,347,0,2119,0,2094,3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10476,-,-,-,-,-,-,-,-
20180403,-,-,-,5536,42829,24844,21931,1311,0,0,1320,0,1989,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9482,-,-,-,-,-,-,-,-
20180404,-,-,-,5924,27606,17605,14248,1639,0,0,1240,0,2341,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10171,-,-,-,-,-,-,-,-
20180405,-,-,-,6096,18960,12926,9850,1190,200,0,1206,0,2124,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9912,-,-,-,-,-,-,-,-
20180406,-,-,-,7665,2082,2965,2002,1364,0,0,1633,0,2275,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10550,-,-,-,-,-,-,-,-
20180407,-,-,-,9898,24595,17221,13879,2006,2440,0,1624,0,1724,3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16403,-,-,-,-,-,-,-,-
20180408,-,-,-,7832,41184,25712,22565,1595,2959,0,1586,0,1680,3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14925,-,-,-,-,-,-,-,-
20180409,-,-,-,6332,39259,24009,20168,1477,1093,0,1366,0,1966,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11250,-,-,-,-,-,-,-,-
20180410,-,-,-,5404,41176,24931,21012,1426,280,0,1487,0,2003,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10171,-,-,-,-,-,-,-,-
