計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電1,太陽光発電2,ＩＨ・キッチン,エアコン・リビング,エアコン・主寝室,リビング照明・電源・TV,未使用,台所冷蔵庫照明コンセント,洗濯機・洗面・玄関照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,12393,9499,8123,6731,1197,3004,0,2626,0,1682,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17748,-,-,-,-,-,-,-,-
20180302,-,-,-,11793,28956,18883,17691,2921,4603,0,1570,0,1861,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19411,-,-,-,-,-,-,-,-
20180303,-,-,-,18918,5307,7057,5415,3795,5068,0,2362,0,2209,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26083,-,-,-,-,-,-,-,-
20180304,-,-,-,7874,37137,21323,21412,1025,2048,0,2254,0,1717,3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13472,-,-,-,-,-,-,-,-
20180305,-,-,-,10462,827,2016,1369,1470,1021,0,1720,0,2363,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13020,-,-,-,-,-,-,-,-
20180306,-,-,-,8977,38071,21899,21520,1823,2348,0,1412,0,1627,3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14325,-,-,-,-,-,-,-,-
20180307,-,-,-,9273,18274,13240,11150,1575,2955,0,1402,0,1935,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15389,-,-,-,-,-,-,-,-
20180308,-,-,-,13260,1339,2321,1575,2322,2101,0,1741,0,1708,3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15817,-,-,-,-,-,-,-,-
20180309,-,-,-,11578,19497,14009,12116,2229,3839,0,1549,0,1637,3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18206,-,-,-,-,-,-,-,-
20180310,-,-,-,9692,40512,23580,23148,1608,3988,0,1375,0,1791,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15908,-,-,-,-,-,-,-,-
20180311,-,-,-,8950,37179,22438,21727,1781,3743,0,1704,0,1708,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15936,-,-,-,-,-,-,-,-
20180312,-,-,-,8978,23058,16096,13566,1960,3158,0,1348,0,1685,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15582,-,-,-,-,-,-,-,-
20180313,-,-,-,6938,37512,21789,20695,1363,1815,0,1368,0,1498,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11910,-,-,-,-,-,-,-,-
20180314,-,-,-,6341,39545,22788,21800,1790,1154,0,1360,0,1862,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11384,-,-,-,-,-,-,-,-
20180315,-,-,-,7241,7585,6499,4920,1924,483,0,1559,0,1808,3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11075,-,-,-,-,-,-,-,-
20180316,-,-,-,10249,6392,6128,4482,1743,2018,0,1582,0,1620,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14467,-,-,-,-,-,-,-,-
20180317,-,-,-,10070,41555,24927,23520,3297,3257,0,1913,0,2142,3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16962,-,-,-,-,-,-,-,-
