計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,冷蔵庫・キッチン,エコキュート,エアコン・リビング,エアコン・和室１,リビング・照明・電源TV,未使用,キッチン・照明・電源,電子レンジ・キッチン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,9303,0,298,2613,3093,0,0,802,0,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9303,-,-,-,-,-,-,-,-
20180502,-,-,-,7956,0,162,2238,2264,0,0,968,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7956,-,-,-,-,-,-,-,-
20180503,-,-,-,7733,0,108,1740,2662,0,0,569,0,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7733,-,-,-,-,-,-,-,-
20180504,-,-,-,8885,0,195,1768,4017,0,0,631,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8885,-,-,-,-,-,-,-,-
20180505,-,-,-,8831,0,287,1570,3433,0,0,797,0,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8831,-,-,-,-,-,-,-,-
20180506,-,-,-,10199,0,169,1592,4639,0,0,915,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10199,-,-,-,-,-,-,-,-
20180507,-,-,-,7033,0,178,1822,1904,0,0,886,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7033,-,-,-,-,-,-,-,-
20180508,-,-,-,7658,0,98,1626,3235,0,0,676,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7658,-,-,-,-,-,-,-,-
20180509,-,-,-,6565,0,281,1678,1883,0,0,433,0,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6565,-,-,-,-,-,-,-,-
20180510,-,-,-,8870,0,112,1693,4258,0,0,677,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8870,-,-,-,-,-,-,-,-
20180511,-,-,-,7557,0,123,1815,3013,0,0,549,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7557,-,-,-,-,-,-,-,-
20180512,-,-,-,7331,0,91,1993,3080,0,0,362,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7331,-,-,-,-,-,-,-,-
