計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,未使用,洗濯機・外冷蔵庫2,寝室エアコン・外冷蔵庫,照明・ﾚﾝｼﾞ・炊飯器,キッチン冷蔵庫,TV・照明・米冷蔵庫,未使用,洋室エアコン,リビングエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,8262,0,0,2831,1513,4688,2594,4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8262,-,-,-,-,-,-,-,-
20171102,-,-,-,8843,0,0,3272,1644,5460,2452,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8843,-,-,-,-,-,-,-,-
20171103,-,-,-,8275,0,0,2554,1633,4766,2537,4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8275,-,-,-,-,-,-,-,-
20171104,-,-,-,8910,0,0,2375,1508,3772,2278,7603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910,-,-,-,-,-,-,-,-
20171105,-,-,-,7796,0,0,3019,1351,4747,2191,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7796,-,-,-,-,-,-,-,-
20171106,-,-,-,8463,0,0,2525,1557,4521,2523,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8463,-,-,-,-,-,-,-,-
20171107,-,-,-,8515,0,0,3012,1521,4668,2550,4976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8515,-,-,-,-,-,-,-,-
20171108,-,-,-,7963,0,0,1857,1698,4460,2457,5181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7963,-,-,-,-,-,-,-,-
20171109,-,-,-,8429,0,0,4052,1643,4327,2410,4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8429,-,-,-,-,-,-,-,-
20171110,-,-,-,8138,0,0,2917,1622,4853,2521,4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8138,-,-,-,-,-,-,-,-
20171111,-,-,-,8153,0,0,3036,1565,4450,2340,4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8153,-,-,-,-,-,-,-,-
20171112,-,-,-,8358,0,0,3372,1268,5302,2210,4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8358,-,-,-,-,-,-,-,-
20171113,-,-,-,8370,0,0,3604,1531,4502,2373,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370,-,-,-,-,-,-,-,-
20171114,-,-,-,8536,0,0,4492,1639,3717,2073,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8536,-,-,-,-,-,-,-,-
20171115,-,-,-,9750,0,0,4438,1367,4260,4469,4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9750,-,-,-,-,-,-,-,-
20171116,-,-,-,9575,0,0,4576,1202,4625,2731,5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9575,-,-,-,-,-,-,-,-
20171117,-,-,-,11277,0,0,4973,1136,4063,5947,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11277,-,-,-,-,-,-,-,-
20171118,-,-,-,9651,0,0,4896,1258,4494,2346,5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9651,-,-,-,-,-,-,-,-
