計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,炊飯器ボット,洗濯機・洗面・浴室,エアコン・子供部屋１,エアコン・リビング,エアコン・主寝室,キッチン冷蔵庫レンジ,未使用,リビングTV照明,エアコン・子供部屋２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,23389,0,4886,773,3434,4434,0,1681,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23389,-,-,-,-,-,-,-,-
20171202,-,-,-,31156,0,4766,1239,6339,5832,0,2128,0,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31156,-,-,-,-,-,-,-,-
20171203,-,-,-,27404,0,5295,1052,5433,3468,0,1607,0,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27404,-,-,-,-,-,-,-,-
20171204,-,-,-,24121,0,4965,795,3266,3971,220,1676,0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24121,-,-,-,-,-,-,-,-
20171205,-,-,-,28314,0,5035,909,4969,5667,456,1789,0,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28314,-,-,-,-,-,-,-,-
20171206,-,-,-,37519,0,4573,797,9667,6700,403,2212,0,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37519,-,-,-,-,-,-,-,-
20171207,-,-,-,30050,0,4854,1079,6315,6694,0,1851,0,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30050,-,-,-,-,-,-,-,-
20171208,-,-,-,32391,0,5306,827,9488,6461,0,1723,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32391,-,-,-,-,-,-,-,-
20171209,-,-,-,27140,0,4512,836,0,4897,0,1632,0,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27140,-,-,-,-,-,-,-,-
20171210,-,-,-,37584,0,4979,1241,12398,5722,0,1925,0,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37584,-,-,-,-,-,-,-,-
20171211,-,-,-,34737,0,5274,828,8577,7534,651,1622,0,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34737,-,-,-,-,-,-,-,-
20171212,-,-,-,37719,0,5535,1003,8958,9500,1377,1987,0,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37719,-,-,-,-,-,-,-,-
20171213,-,-,-,37179,0,5755,962,9958,7965,572,2016,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37179,-,-,-,-,-,-,-,-
20171214,-,-,-,32736,0,4559,1078,5772,9291,402,1733,0,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32736,-,-,-,-,-,-,-,-
20171215,-,-,-,31518,0,4968,1034,6463,5967,0,1780,0,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31518,-,-,-,-,-,-,-,-
20171216,-,-,-,26191,0,4963,942,2186,6732,0,1562,0,3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26191,-,-,-,-,-,-,-,-
20171217,-,-,-,37826,0,5476,1048,8043,8164,458,1904,0,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37826,-,-,-,-,-,-,-,-
20171218,-,-,-,39621,0,4768,980,12863,9849,0,1775,0,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39621,-,-,-,-,-,-,-,-
20171219,-,-,-,32035,0,5532,919,5439,7552,0,1558,0,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32035,-,-,-,-,-,-,-,-
20171220,-,-,-,30418,0,4742,1028,5605,8067,0,1823,0,3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30418,-,-,-,-,-,-,-,-
