計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,キッチン電源・洗濯機,冷蔵庫,浴室乾燥機,未使用,2F照明,和室照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,19110,0,0,1698,7878,4393,1960,685,0,14,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19110,-,-,-,-,-,-,-,-
20180302,-,-,-,21239,0,0,1417,11191,3560,2007,721,0,11,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21239,-,-,-,-,-,-,-,-
20180303,-,-,-,19111,0,0,1559,8989,3890,1757,503,0,10,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19111,-,-,-,-,-,-,-,-
20180304,-,-,-,16166,0,0,1529,7582,3648,1827,156,0,145,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16166,-,-,-,-,-,-,-,-
20180305,-,-,-,16251,0,0,838,6760,4043,1999,423,0,6,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16251,-,-,-,-,-,-,-,-
20180306,-,-,-,17840,0,0,1219,8398,3463,1642,488,0,21,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17840,-,-,-,-,-,-,-,-
20180307,-,-,-,16520,0,0,1273,8204,3091,1587,325,0,16,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16520,-,-,-,-,-,-,-,-
20180308,-,-,-,20189,0,0,1254,8530,3939,1824,2289,0,27,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20189,-,-,-,-,-,-,-,-
20180309,-,-,-,16754,0,0,1211,6790,4419,1572,388,0,13,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16754,-,-,-,-,-,-,-,-
20180310,-,-,-,19302,0,0,1132,9256,3489,1853,876,0,7,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19302,-,-,-,-,-,-,-,-
20180311,-,-,-,19255,0,0,1500,9113,4161,1655,661,0,8,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19255,-,-,-,-,-,-,-,-
20180312,-,-,-,18808,0,0,1978,9187,3240,1790,560,0,18,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18808,-,-,-,-,-,-,-,-
20180313,-,-,-,16181,0,0,1125,7662,3088,1859,510,0,12,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16181,-,-,-,-,-,-,-,-
20180314,-,-,-,15348,0,0,1600,6740,2898,1897,515,0,67,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15348,-,-,-,-,-,-,-,-
20180315,-,-,-,15137,0,0,1208,6503,3192,2025,376,0,43,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15137,-,-,-,-,-,-,-,-
20180316,-,-,-,18099,0,0,2179,6418,4615,2038,387,0,17,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18099,-,-,-,-,-,-,-,-
20180317,-,-,-,18208,0,0,545,10111,3407,1638,686,0,14,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18208,-,-,-,-,-,-,-,-
20180318,-,-,-,16484,0,0,1974,7034,4026,1730,65,0,20,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16484,-,-,-,-,-,-,-,-
20180319,-,-,-,14610,0,0,1340,6044,3750,2005,28,0,44,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14610,-,-,-,-,-,-,-,-
20180320,-,-,-,15842,0,0,924,7406,3620,1762,69,0,22,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15842,-,-,-,-,-,-,-,-
20180321,-,-,-,17257,0,0,1373,6811,5007,1837,66,0,12,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17257,-,-,-,-,-,-,-,-
