計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,キッチン電源・洗濯機,冷蔵庫,浴室乾燥機,未使用,2F照明,和室照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,11099,0,0,1753,2792,2881,2466,0,0,144,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11099,-,-,-,-,-,-,-,-
20180602,-,-,-,10723,0,0,1414,2861,2613,2913,0,0,206,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10723,-,-,-,-,-,-,-,-
20180603,-,-,-,11396,0,0,979,2626,2625,2869,1,0,201,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11396,-,-,-,-,-,-,-,-
20180604,-,-,-,9732,0,0,1307,1850,2262,3304,0,0,235,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9732,-,-,-,-,-,-,-,-
20180605,-,-,-,11208,0,0,1052,2657,2900,3090,0,0,315,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11208,-,-,-,-,-,-,-,-
20180606,-,-,-,11423,0,0,1843,2218,3189,2593,0,0,380,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11423,-,-,-,-,-,-,-,-
20180607,-,-,-,10852,0,0,1021,2566,2845,3002,0,0,352,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10852,-,-,-,-,-,-,-,-
20180608,-,-,-,10415,0,0,1296,1626,3081,3466,0,0,243,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10415,-,-,-,-,-,-,-,-
20180609,-,-,-,12512,0,1155,1247,2462,3170,3037,0,0,320,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12512,-,-,-,-,-,-,-,-
20180610,-,-,-,11876,0,0,1636,2480,3071,3549,0,0,358,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11876,-,-,-,-,-,-,-,-
20180611,-,-,-,9734,0,0,1742,1610,2455,2589,2,0,281,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9734,-,-,-,-,-,-,-,-
20180612,-,-,-,11092,0,0,1837,2757,2731,2694,0,0,201,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11092,-,-,-,-,-,-,-,-
20180613,-,-,-,10533,0,0,1393,2772,2923,2570,0,0,126,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10533,-,-,-,-,-,-,-,-
20180614,-,-,-,10772,0,0,1350,2671,3043,2611,0,0,298,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10772,-,-,-,-,-,-,-,-
20180615,-,-,-,9694,0,0,882,2447,2635,2887,0,0,209,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9694,-,-,-,-,-,-,-,-
20180616,-,-,-,11182,0,0,1805,2687,2845,2959,0,0,216,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11182,-,-,-,-,-,-,-,-
20180617,-,-,-,12837,0,1673,1484,1742,3035,3696,0,0,365,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12837,-,-,-,-,-,-,-,-
20180618,-,-,-,12029,0,0,1177,2527,3517,3404,0,0,341,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12029,-,-,-,-,-,-,-,-
20180619,-,-,-,11607,0,0,786,1623,2900,2993,1863,0,431,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11607,-,-,-,-,-,-,-,-
20180620,-,-,-,11176,0,0,1328,2351,3023,3076,0,0,269,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11176,-,-,-,-,-,-,-,-
20180621,-,-,-,11359,0,0,1344,2440,3253,3056,0,0,405,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11359,-,-,-,-,-,-,-,-
20180622,-,-,-,9872,0,0,877,1596,3062,2971,4,0,242,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9872,-,-,-,-,-,-,-,-
20180623,-,-,-,15110,0,0,2459,2603,3434,2682,2056,0,313,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15110,-,-,-,-,-,-,-,-
