計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,和室TV・2F照明,主寝室エアコン,リビングエアコン,和室エアコン,未使用,電子レンジ・ガス炊飯器,未使用,LTV照明 冷蔵庫 洗濯,2Fエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,5520,0,0,0,0,0,744,0,0,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,-,-,-,-,-,-,-,-
20180402,-,-,-,5651,0,1,0,0,0,684,0,0,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5651,-,-,-,-,-,-,-,-
20180403,-,-,-,9030,0,1186,0,0,0,1242,116,0,5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9030,-,-,-,-,-,-,-,-
20180404,-,-,-,9008,0,101,0,0,0,806,53,0,6789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9008,-,-,-,-,-,-,-,-
20180405,-,-,-,10195,0,1179,0,0,0,795,473,0,6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10195,-,-,-,-,-,-,-,-
20180406,-,-,-,15410,0,2222,0,2911,1168,768,374,0,6579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15410,-,-,-,-,-,-,-,-
20180407,-,-,-,11244,0,270,0,0,2740,737,136,0,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11244,-,-,-,-,-,-,-,-
20180408,-,-,-,10647,0,312,0,0,934,735,136,0,6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10647,-,-,-,-,-,-,-,-
20180409,-,-,-,8790,0,0,0,0,0,594,127,0,6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8790,-,-,-,-,-,-,-,-
20180410,-,-,-,8080,0,79,0,0,0,665,16,0,5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8080,-,-,-,-,-,-,-,-
20180411,-,-,-,8147,0,141,0,0,0,970,80,0,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147,-,-,-,-,-,-,-,-
20180412,-,-,-,8056,0,0,0,0,0,779,72,0,5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056,-,-,-,-,-,-,-,-
20180413,-,-,-,8377,0,49,0,0,0,680,0,0,6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8377,-,-,-,-,-,-,-,-
20180414,-,-,-,8522,0,631,0,648,0,876,313,0,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8522,-,-,-,-,-,-,-,-
20180415,-,-,-,7981,0,499,0,0,0,685,301,0,5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7981,-,-,-,-,-,-,-,-
20180416,-,-,-,8079,0,0,0,0,0,586,237,0,5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8079,-,-,-,-,-,-,-,-
20180417,-,-,-,9703,0,297,0,1103,0,567,227,0,5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9703,-,-,-,-,-,-,-,-
20180418,-,-,-,9630,0,3,0,0,0,744,391,0,6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9630,-,-,-,-,-,-,-,-
20180419,-,-,-,7936,0,500,0,0,0,658,232,0,5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7936,-,-,-,-,-,-,-,-
20180420,-,-,-,7695,0,199,0,0,0,801,351,0,5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7695,-,-,-,-,-,-,-,-
20180421,-,-,-,6677,0,234,0,0,0,753,76,0,4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6677,-,-,-,-,-,-,-,-
20180422,-,-,-,8134,0,32,0,0,0,904,789,0,5277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8134,-,-,-,-,-,-,-,-
20180423,-,-,-,6567,0,0,0,0,0,995,39,0,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6567,-,-,-,-,-,-,-,-
20180424,-,-,-,8428,0,244,0,0,0,871,210,0,5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8428,-,-,-,-,-,-,-,-
20180425,-,-,-,9335,0,33,0,1549,0,569,505,0,5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9335,-,-,-,-,-,-,-,-
20180426,-,-,-,7663,0,2,0,0,0,637,550,0,4997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7663,-,-,-,-,-,-,-,-
20180427,-,-,-,6937,0,3,0,0,0,673,236,0,4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6937,-,-,-,-,-,-,-,-
20180428,-,-,-,6784,0,1,0,0,0,663,210,0,4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6784,-,-,-,-,-,-,-,-
20180429,-,-,-,7966,0,810,0,0,0,821,148,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7966,-,-,-,-,-,-,-,-
20180430,-,-,-,8564,0,1500,0,0,0,855,99,0,4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8564,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
