計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,和室TV・2F照明,主寝室エアコン,リビングエアコン,和室エアコン,未使用,電子レンジ・ガス炊飯器,未使用,LTV照明 冷蔵庫 洗濯,2Fエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,43100,0,2281,12053,4253,5955,797,136,0,8525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43100,-,-,-,-,-,-,-,-
20180102,-,-,-,37343,0,757,13234,2861,973,649,492,0,8773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37343,-,-,-,-,-,-,-,-
20180103,-,-,-,26615,0,2285,7371,0,0,711,173,0,7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26615,-,-,-,-,-,-,-,-
20180104,-,-,-,35335,0,911,6668,5224,1162,983,146,0,7465,3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35335,-,-,-,-,-,-,-,-
20180105,-,-,-,32325,0,1277,8893,132,5038,621,421,0,7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32325,-,-,-,-,-,-,-,-
20180106,-,-,-,34195,0,1149,6980,1739,6124,885,394,0,6615,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34195,-,-,-,-,-,-,-,-
20180107,-,-,-,48986,0,2391,11357,8387,5549,669,60,0,7741,3961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48986,-,-,-,-,-,-,-,-
20180108,-,-,-,28743,0,1437,6201,2833,1158,710,537,0,7048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28743,-,-,-,-,-,-,-,-
20180109,-,-,-,23435,0,7,0,5471,0,699,53,0,6982,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23435,-,-,-,-,-,-,-,-
20180110,-,-,-,24899,0,2,0,2954,0,779,50,0,7044,5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24899,-,-,-,-,-,-,-,-
