計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,2F寝室AC・客間照明,客間AC,離れAC,居間・離れ・照明・TV,KC電源・冷蔵庫・洗濯機,未使用,外冷蔵庫,和寝室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,14226,0,0,313,0,0,2164,8093,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14226,-,-,-,-,-,-,-,-
20171102,-,-,-,12087,0,0,79,0,0,1486,7817,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12087,-,-,-,-,-,-,-,-
20171103,-,-,-,14315,0,0,394,0,0,3071,8358,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14315,-,-,-,-,-,-,-,-
20171104,-,-,-,18261,0,0,574,0,0,2934,9229,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18261,-,-,-,-,-,-,-,-
20171105,-,-,-,15743,0,0,126,0,0,2824,8041,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15743,-,-,-,-,-,-,-,-
20171106,-,-,-,16900,0,0,520,0,0,4152,8208,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16900,-,-,-,-,-,-,-,-
20171107,-,-,-,14507,0,0,301,0,0,2338,7991,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14507,-,-,-,-,-,-,-,-
20171108,-,-,-,14966,0,0,257,0,0,2556,8810,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14966,-,-,-,-,-,-,-,-
20171109,-,-,-,13160,0,0,13,0,0,3727,7254,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13160,-,-,-,-,-,-,-,-
20171110,-,-,-,11709,0,0,90,0,0,1605,7344,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11709,-,-,-,-,-,-,-,-
20171111,-,-,-,12791,0,0,164,0,0,1740,7342,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12791,-,-,-,-,-,-,-,-
20171112,-,-,-,16345,0,0,499,0,0,4047,7883,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16345,-,-,-,-,-,-,-,-
20171113,-,-,-,12529,0,0,474,0,0,1823,7977,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12529,-,-,-,-,-,-,-,-
20171114,-,-,-,13104,0,0,510,0,0,2572,7898,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13104,-,-,-,-,-,-,-,-
20171115,-,-,-,12087,0,0,320,0,0,1253,8347,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12087,-,-,-,-,-,-,-,-
