計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,居間AC・TV・冷蔵・レ,居間灯・寝室灯・冷蔵庫2,未使用,未使用,洋室電灯コンセント・TV,洋室AC,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,15658,0,13698,1187,0,0,21,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15658,-,-,-,-,-,-,-,-
20180302,-,-,-,15644,0,12589,2131,0,0,92,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15644,-,-,-,-,-,-,-,-
20180303,-,-,-,15827,0,13381,1550,0,0,15,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15827,-,-,-,-,-,-,-,-
20180304,-,-,-,14357,0,11282,1907,0,0,177,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14357,-,-,-,-,-,-,-,-
20180305,-,-,-,17320,0,15149,1242,0,0,21,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17320,-,-,-,-,-,-,-,-
20180306,-,-,-,12667,0,10757,1084,0,0,22,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12667,-,-,-,-,-,-,-,-
20180307,-,-,-,15536,0,13829,1078,0,0,23,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15536,-,-,-,-,-,-,-,-
20180308,-,-,-,14300,0,11893,1583,0,0,22,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14300,-,-,-,-,-,-,-,-
20180309,-,-,-,14410,0,11804,1572,0,0,47,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14410,-,-,-,-,-,-,-,-
20180310,-,-,-,11925,0,9639,1604,0,0,15,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11925,-,-,-,-,-,-,-,-
20180311,-,-,-,17490,0,14023,2287,0,0,638,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17490,-,-,-,-,-,-,-,-
20180312,-,-,-,14547,0,11872,1770,0,0,21,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14547,-,-,-,-,-,-,-,-
20180313,-,-,-,13461,0,11252,1358,0,0,21,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13461,-,-,-,-,-,-,-,-
20180314,-,-,-,15631,0,13058,1918,0,0,134,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15631,-,-,-,-,-,-,-,-
20180315,-,-,-,18799,0,15302,2035,0,0,91,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18799,-,-,-,-,-,-,-,-
20180316,-,-,-,18437,0,15489,1859,0,0,93,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18437,-,-,-,-,-,-,-,-
20180317,-,-,-,15158,0,12063,1964,0,0,15,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15158,-,-,-,-,-,-,-,-
20180318,-,-,-,7166,0,5107,1062,0,0,34,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7166,-,-,-,-,-,-,-,-
20180319,-,-,-,9300,0,7420,1435,0,0,21,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9300,-,-,-,-,-,-,-,-
20180320,-,-,-,17306,0,12813,1544,0,0,153,1869,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17306,-,-,-,-,-,-,-,-
20180321,-,-,-,18785,0,13729,1597,0,0,68,2564,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18785,-,-,-,-,-,-,-,-
20180322,-,-,-,12437,0,10597,998,0,0,22,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12437,-,-,-,-,-,-,-,-
20180323,-,-,-,14408,0,11810,1903,0,0,75,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14408,-,-,-,-,-,-,-,-
20180324,-,-,-,13956,0,11730,1318,0,0,15,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13956,-,-,-,-,-,-,-,-
