計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室AC・LTV・洗濯,KT冷蔵庫1・2・照明,リビング照明,キッチンエアコン,キッチンTV,未使用,電子レンジ・冷凍庫,寝室2エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,18875,0,0,5029,4544,2426,490,218,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18875,-,-,-,-,-,-,-,-
20171202,-,-,-,22793,0,0,8042,4222,4668,438,151,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22793,-,-,-,-,-,-,-,-
20171203,-,-,-,24100,0,1322,7450,5109,3831,840,486,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24100,-,-,-,-,-,-,-,-
20171204,-,-,-,24078,0,0,11223,4802,2427,459,214,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24078,-,-,-,-,-,-,-,-
20171205,-,-,-,26961,0,1176,11809,4207,2893,599,230,0,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26961,-,-,-,-,-,-,-,-
20171206,-,-,-,30401,0,3592,13665,4080,2866,677,270,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30401,-,-,-,-,-,-,-,-
20171207,-,-,-,20736,0,954,6155,4880,2182,638,240,0,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20736,-,-,-,-,-,-,-,-
20171208,-,-,-,21601,0,0,9479,3771,2501,493,176,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21601,-,-,-,-,-,-,-,-
20171209,-,-,-,33973,0,0,11382,5179,4501,651,582,0,1798,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33973,-,-,-,-,-,-,-,-
20171210,-,-,-,32473,0,0,14604,4724,7020,537,401,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32473,-,-,-,-,-,-,-,-
20171211,-,-,-,30746,0,1537,14027,4287,3015,442,198,0,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30746,-,-,-,-,-,-,-,-
