計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,不明,エコキュート,不明,不明,不明,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018052000+0900,-,-,-,1222,0,0,124,751,0,223,43,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,-,-,0,-,-,-,-,-
2018052001+0900,-,-,-,1522,0,245,147,749,0,294,18,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,-,-,0,-,-,-,-,-
2018052002+0900,-,-,-,1101,0,0,177,752,0,74,13,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,-,-,0,-,-,-,-,-
2018052003+0900,-,-,-,583,0,0,195,235,0,74,13,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,-,-,0,-,-,-,-,-
2018052004+0900,-,-,-,403,0,0,201,0,0,75,13,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,-,-,0,-,-,-,-,-
2018052005+0900,-,-,-,444,0,0,225,0,0,76,14,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,-,-,0,-,-,-,-,-
2018052006+0900,-,-,-,233,0,0,107,0,0,76,13,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,-,-,0,-,-,-,-,-
2018052007+0900,-,-,-,394,0,0,0,0,0,180,122,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,-,-,0,-,-,-,-,-
2018052008+0900,-,-,-,257,0,0,0,0,0,175,11,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,-,-,11,-,-,-,-,-
2018052009+0900,-,-,-,208,0,0,0,0,0,139,11,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,-,-,0,-,-,-,-,-
2018052010+0900,-,-,-,188,0,0,0,0,0,89,10,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,-,-,0,-,-,-,-,-
2018052011+0900,-,-,-,178,0,0,0,0,0,89,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,-,-,0,-,-,-,-,-
2018052012+0900,-,-,-,165,0,0,0,0,0,91,9,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,-,-,0,-,-,-,-,-
2018052013+0900,-,-,-,171,0,0,0,0,0,90,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,-,-,0,-,-,-,-,-
2018052014+0900,-,-,-,187,0,0,0,0,0,89,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,-,-,0,-,-,-,-,-
2018052015+0900,-,-,-,186,0,0,0,0,0,90,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,-,-,0,-,-,-,-,-
