計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,洗濯機冷蔵庫,冷蔵庫・キッチン,リビング・エアコンTV,エアコン・主寝室,キッチンリビング・照明,未使用,エアコン・和室,照明・洋室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,9968,0,878,910,1305,3666,170,2940,0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9968,-,-,-,-,-,-,-,-
20171102,-,-,-,10783,0,498,782,1421,5082,109,2808,0,1,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10783,-,-,-,-,-,-,-,-
20171103,-,-,-,9163,0,330,941,1480,3519,160,3945,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9163,-,-,-,-,-,-,-,-
20171104,-,-,-,3951,0,286,666,1118,1149,1,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951,-,-,-,-,-,-,-,-
20171105,-,-,-,5926,0,533,753,1066,2148,20,2531,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5926,-,-,-,-,-,-,-,-
20171106,-,-,-,12425,0,1025,1032,1283,5677,87,3238,0,0,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12425,-,-,-,-,-,-,-,-
20171107,-,-,-,10181,0,649,890,1388,4706,35,2864,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10181,-,-,-,-,-,-,-,-
20171108,-,-,-,10017,0,749,939,1317,5158,117,2918,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017,-,-,-,-,-,-,-,-
20171109,-,-,-,11257,0,853,932,1384,5508,174,3597,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11257,-,-,-,-,-,-,-,-
20171110,-,-,-,10175,0,780,993,1370,4867,129,3263,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10175,-,-,-,-,-,-,-,-
20171111,-,-,-,12932,0,302,733,1176,5242,215,6432,0,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932,-,-,-,-,-,-,-,-
20171112,-,-,-,16761,0,841,879,1230,6236,138,5138,0,0,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16761,-,-,-,-,-,-,-,-
20171113,-,-,-,12349,0,805,701,1071,5978,53,5283,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12349,-,-,-,-,-,-,-,-
20171114,-,-,-,11786,0,756,924,1251,4632,49,2805,0,0,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11786,-,-,-,-,-,-,-,-
20171115,-,-,-,13815,0,319,832,1143,5860,94,3646,0,0,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13815,-,-,-,-,-,-,-,-
20171116,-,-,-,13836,0,725,766,952,7343,205,2739,0,0,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13836,-,-,-,-,-,-,-,-
20171117,-,-,-,16940,0,211,955,989,9963,2,3212,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16940,-,-,-,-,-,-,-,-
20171118,-,-,-,14394,0,948,946,1203,6391,381,5677,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14394,-,-,-,-,-,-,-,-
20171119,-,-,-,13500,0,424,750,871,7350,10,3542,0,0,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13500,-,-,-,-,-,-,-,-
20171120,-,-,-,12306,0,632,736,971,3007,70,4030,0,0,4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12306,-,-,-,-,-,-,-,-
20171121,-,-,-,14801,0,834,763,977,3375,170,3735,0,0,6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14801,-,-,-,-,-,-,-,-
20171122,-,-,-,12337,0,744,727,926,2715,73,6639,0,0,2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12337,-,-,-,-,-,-,-,-
20171123,-,-,-,10954,0,734,888,1092,3322,169,3524,0,0,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10954,-,-,-,-,-,-,-,-
20171124,-,-,-,10863,0,804,710,1037,2675,140,3559,0,0,2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10863,-,-,-,-,-,-,-,-
20171125,-,-,-,11772,0,668,743,963,1897,228,3350,0,0,4628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11772,-,-,-,-,-,-,-,-
20171126,-,-,-,13946,0,526,835,908,3046,50,6341,0,0,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13946,-,-,-,-,-,-,-,-
20171127,-,-,-,14948,0,751,841,1100,3475,101,5827,0,0,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14948,-,-,-,-,-,-,-,-
