計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,2Ｆ中西寝室エアコン,2Ｆ西寝室エアコン,冷蔵庫・リビング電灯,リビングテレビ,食器乾燥機,未使用,洗濯機,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,15996,0,4354,0,0,954,1785,289,0,116,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15996,-,-,-,-,-,-,-,-
20180302,-,-,-,16486,0,5182,0,0,781,1557,311,0,71,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16486,-,-,-,-,-,-,-,-
20180303,-,-,-,18587,0,6692,0,0,900,1359,1,0,437,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18587,-,-,-,-,-,-,-,-
20180304,-,-,-,14257,0,2836,0,0,940,1551,572,0,123,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14257,-,-,-,-,-,-,-,-
20180305,-,-,-,13253,0,3128,0,0,792,1536,285,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13253,-,-,-,-,-,-,-,-
20180306,-,-,-,16249,0,5132,0,0,729,1328,283,0,98,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16249,-,-,-,-,-,-,-,-
20180307,-,-,-,16806,0,5362,0,0,889,1388,283,0,141,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16806,-,-,-,-,-,-,-,-
20180308,-,-,-,15101,0,3767,0,0,1041,1474,545,0,146,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15101,-,-,-,-,-,-,-,-
20180309,-,-,-,16759,0,6320,0,0,739,1467,42,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16759,-,-,-,-,-,-,-,-
20180310,-,-,-,17035,0,5441,0,0,790,1845,534,0,182,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17035,-,-,-,-,-,-,-,-
20180311,-,-,-,18103,0,5728,0,0,683,1813,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18103,-,-,-,-,-,-,-,-
20180312,-,-,-,15791,0,3972,0,0,916,2082,275,0,105,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15791,-,-,-,-,-,-,-,-
20180313,-,-,-,12754,0,2391,0,0,654,1395,289,0,92,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12754,-,-,-,-,-,-,-,-
20180314,-,-,-,11098,0,667,0,0,670,1718,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11098,-,-,-,-,-,-,-,-
20180315,-,-,-,11462,0,984,0,0,828,1711,448,0,141,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11462,-,-,-,-,-,-,-,-
20180316,-,-,-,13083,0,3254,0,0,704,1477,0,0,93,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13083,-,-,-,-,-,-,-,-
20180317,-,-,-,16279,0,4557,0,0,510,1655,285,0,98,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16279,-,-,-,-,-,-,-,-
20180318,-,-,-,14379,0,2669,0,0,689,1874,286,0,145,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14379,-,-,-,-,-,-,-,-
20180319,-,-,-,11840,0,1490,0,0,598,1751,283,0,85,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11840,-,-,-,-,-,-,-,-
20180320,-,-,-,14940,0,3778,0,0,642,2098,283,0,103,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14940,-,-,-,-,-,-,-,-
20180321,-,-,-,27446,0,9148,0,0,785,2492,565,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27446,-,-,-,-,-,-,-,-
20180322,-,-,-,17752,0,4777,0,0,684,2821,389,0,128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17752,-,-,-,-,-,-,-,-
20180323,-,-,-,17827,0,6260,0,0,721,1422,285,0,117,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17827,-,-,-,-,-,-,-,-
20180324,-,-,-,16013,0,4683,0,0,699,1406,285,0,179,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16013,-,-,-,-,-,-,-,-
20180325,-,-,-,16009,0,4159,0,0,455,1731,285,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16009,-,-,-,-,-,-,-,-
20180326,-,-,-,11396,0,1048,0,0,586,1624,427,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11396,-,-,-,-,-,-,-,-
20180327,-,-,-,10451,0,590,0,0,519,1772,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10451,-,-,-,-,-,-,-,-
20180328,-,-,-,11024,0,0,0,1,726,2217,281,0,86,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11024,-,-,-,-,-,-,-,-
20180329,-,-,-,10993,0,0,0,0,776,1833,871,0,252,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10993,-,-,-,-,-,-,-,-
20180330,-,-,-,8878,0,0,0,0,565,1234,283,0,56,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8878,-,-,-,-,-,-,-,-
20180331,-,-,-,10395,0,465,0,0,695,1331,362,0,104,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10395,-,-,-,-,-,-,-,-
