計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器乾燥機冷蔵庫,未使用,未使用,未使用,エアコン・リビング,エアコン・和室,未使用,リビング・照明・テレビ,和室玄関ローカ照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,12941,0,3336,0,0,0,0,0,0,9372,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12941,-,-,-,-,-,-,-,-
20171202,-,-,-,11409,0,4339,0,0,0,0,0,0,6848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11409,-,-,-,-,-,-,-,-
20171203,-,-,-,10637,0,2687,0,0,0,0,0,0,7677,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10637,-,-,-,-,-,-,-,-
20171204,-,-,-,10104,0,3216,0,0,0,0,0,0,6419,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10104,-,-,-,-,-,-,-,-
20171205,-,-,-,7869,0,3048,0,0,0,0,0,0,4503,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7869,-,-,-,-,-,-,-,-
20171206,-,-,-,10942,0,3690,0,0,0,0,0,0,7044,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10942,-,-,-,-,-,-,-,-
20171207,-,-,-,11579,0,4060,0,0,0,0,0,0,7093,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11579,-,-,-,-,-,-,-,-
20171208,-,-,-,10437,0,3467,0,0,0,0,0,0,6726,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10437,-,-,-,-,-,-,-,-
20171209,-,-,-,14024,0,4290,0,0,0,0,0,0,9540,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14024,-,-,-,-,-,-,-,-
20171210,-,-,-,11529,0,3465,0,0,0,0,0,0,7861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11529,-,-,-,-,-,-,-,-
20171211,-,-,-,10130,0,3122,0,0,0,0,0,0,6779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10130,-,-,-,-,-,-,-,-
20171212,-,-,-,12820,0,4789,0,0,0,0,0,0,7831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12820,-,-,-,-,-,-,-,-
20171213,-,-,-,13119,0,4891,0,0,0,0,0,0,8032,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13119,-,-,-,-,-,-,-,-
20171214,-,-,-,9086,0,3023,0,0,0,0,0,0,5839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9086,-,-,-,-,-,-,-,-
20171215,-,-,-,12028,0,3960,0,0,0,0,0,0,7858,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12028,-,-,-,-,-,-,-,-
20171216,-,-,-,10816,0,3554,0,0,0,0,0,0,7046,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10816,-,-,-,-,-,-,-,-
20171217,-,-,-,11922,0,4486,0,0,0,0,0,0,7229,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11922,-,-,-,-,-,-,-,-
20171218,-,-,-,10910,0,4215,0,0,0,0,0,0,6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10910,-,-,-,-,-,-,-,-
20171219,-,-,-,11704,0,3747,0,0,0,0,0,0,7715,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11704,-,-,-,-,-,-,-,-
20171220,-,-,-,14899,0,4337,0,0,0,0,0,0,10355,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14899,-,-,-,-,-,-,-,-
