計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・リビング,自販機他,リビング・照明・テレビ,店エアコン、店照明,洗濯機、冷蔵庫、炊飯器,ＩＨ,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,47742,0,10720,13656,6206,9386,5700,661,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47742,-,-,-,-,-,-,-,-
20180202,-,-,-,54431,0,11273,13311,7193,11093,9894,414,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54431,-,-,-,-,-,-,-,-
20180203,-,-,-,45810,0,4063,13154,8288,11468,7225,327,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45810,-,-,-,-,-,-,-,-
20180204,-,-,-,52345,0,12124,13150,9020,10586,5739,363,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52345,-,-,-,-,-,-,-,-
20180205,-,-,-,59175,0,14926,13672,8207,12724,7680,493,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59175,-,-,-,-,-,-,-,-
20180206,-,-,-,54489,0,15187,14000,7965,9619,5361,906,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54489,-,-,-,-,-,-,-,-
20180207,-,-,-,57432,0,12440,13964,8538,12767,7564,727,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57432,-,-,-,-,-,-,-,-
20180208,-,-,-,46322,0,5739,13653,8215,11035,5256,1055,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46322,-,-,-,-,-,-,-,-
20180209,-,-,-,44746,0,5917,13788,6973,10278,6282,383,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44746,-,-,-,-,-,-,-,-
20180210,-,-,-,35977,0,0,13752,6085,10969,3865,226,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35977,-,-,-,-,-,-,-,-
20180211,-,-,-,34616,0,3738,13718,7150,5902,2492,217,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34616,-,-,-,-,-,-,-,-
20180212,-,-,-,54652,0,13820,13696,6759,10250,7975,754,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54652,-,-,-,-,-,-,-,-
20180213,-,-,-,50820,0,7817,14114,8844,11640,6358,700,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50820,-,-,-,-,-,-,-,-
20180214,-,-,-,44696,0,3254,12668,7326,11534,8257,507,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44696,-,-,-,-,-,-,-,-
20180215,-,-,-,37142,0,0,12333,5676,10117,6308,682,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37142,-,-,-,-,-,-,-,-
20180216,-,-,-,49062,0,6150,13276,6714,11363,9804,614,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49062,-,-,-,-,-,-,-,-
20180217,-,-,-,39448,0,0,13628,7161,10115,7029,263,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39448,-,-,-,-,-,-,-,-
20180218,-,-,-,25930,0,0,12773,8028,957,2597,649,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25930,-,-,-,-,-,-,-,-
20180219,-,-,-,44829,0,7426,13103,6150,11787,4788,402,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44829,-,-,-,-,-,-,-,-
20180220,-,-,-,37531,0,2082,13388,6407,9103,4898,416,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37531,-,-,-,-,-,-,-,-
20180221,-,-,-,41869,0,5022,13286,6826,6417,8352,227,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41869,-,-,-,-,-,-,-,-
