計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・リビング,自販機他,リビング・照明・テレビ,店エアコン、店照明,洗濯機、冷蔵庫、炊飯器,ＩＨ,未使用,未使用,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,36299,0,0,13020,5808,9360,6185,767,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36299,-,-,-,-,-,-,-,-
20180302,-,-,-,42786,0,0,13566,6121,10960,9973,844,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42786,-,-,-,-,-,-,-,-
20180303,-,-,-,37097,0,0,14110,5913,10933,3270,1704,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37097,-,-,-,-,-,-,-,-
20180304,-,-,-,26110,0,0,13854,5360,1252,3196,1366,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26110,-,-,-,-,-,-,-,-
20180305,-,-,-,29847,0,0,13039,5110,4993,5321,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29847,-,-,-,-,-,-,-,-
20180306,-,-,-,32473,0,0,12671,5115,5492,6326,1786,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32473,-,-,-,-,-,-,-,-
20180307,-,-,-,32259,0,0,9971,7603,7246,5574,705,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32259,-,-,-,-,-,-,-,-
20180308,-,-,-,37980,0,0,10064,8055,9047,9617,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37980,-,-,-,-,-,-,-,-
20180309,-,-,-,34132,0,0,9774,6394,11439,4877,615,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34132,-,-,-,-,-,-,-,-
20180310,-,-,-,33128,0,0,10887,7103,8063,5459,472,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33128,-,-,-,-,-,-,-,-
