計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LDKエアコン・200V,寝室AC,冷蔵・洗濯・LDK電灯コ,食洗機,新子供部屋電灯・東,新子供部屋電灯・西,未使用,新子供部屋AC・東,新子供部屋AC・西,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,13392,0,0,0,6924,3063,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13392,-,-,-,-,-,-,-,-
20180302,-,-,-,13754,0,0,0,7290,2482,151,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13754,-,-,-,-,-,-,-,-
20180303,-,-,-,14215,0,0,0,8108,2599,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14215,-,-,-,-,-,-,-,-
20180304,-,-,-,14589,0,0,0,8193,2770,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14589,-,-,-,-,-,-,-,-
20180305,-,-,-,14204,0,0,0,6598,3818,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14204,-,-,-,-,-,-,-,-
20180306,-,-,-,14244,0,0,0,7013,3074,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14244,-,-,-,-,-,-,-,-
20180307,-,-,-,13110,0,0,0,7018,2719,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13110,-,-,-,-,-,-,-,-
20180308,-,-,-,13296,0,0,0,7491,2632,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13296,-,-,-,-,-,-,-,-
20180309,-,-,-,13509,0,0,0,7044,2699,181,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13509,-,-,-,-,-,-,-,-
20180310,-,-,-,13676,0,0,0,7012,3285,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13676,-,-,-,-,-,-,-,-
20180311,-,-,-,14812,0,0,0,8807,2313,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14812,-,-,-,-,-,-,-,-
20180312,-,-,-,14572,0,0,0,6808,4180,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14572,-,-,-,-,-,-,-,-
20180313,-,-,-,12241,0,0,0,6448,2419,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12241,-,-,-,-,-,-,-,-
20180314,-,-,-,13319,0,0,0,7387,2859,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13319,-,-,-,-,-,-,-,-
20180315,-,-,-,14480,0,0,0,8461,2886,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14480,-,-,-,-,-,-,-,-
20180316,-,-,-,13018,0,0,0,7026,2625,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13018,-,-,-,-,-,-,-,-
20180317,-,-,-,14305,0,0,0,7888,3164,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14305,-,-,-,-,-,-,-,-
20180318,-,-,-,14025,0,0,0,7455,2912,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14025,-,-,-,-,-,-,-,-
20180319,-,-,-,14359,0,0,0,8107,2538,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14359,-,-,-,-,-,-,-,-
20180320,-,-,-,13488,0,0,0,7083,3069,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13488,-,-,-,-,-,-,-,-
20180321,-,-,-,13848,0,0,0,7223,2370,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13848,-,-,-,-,-,-,-,-
20180322,-,-,-,13868,0,0,0,7206,2947,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13868,-,-,-,-,-,-,-,-
20180323,-,-,-,13486,0,0,0,8218,1610,53,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13486,-,-,-,-,-,-,-,-
20180324,-,-,-,14063,0,0,0,8371,2319,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14063,-,-,-,-,-,-,-,-
20180325,-,-,-,13900,0,0,0,9675,988,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13900,-,-,-,-,-,-,-,-
20180326,-,-,-,14546,0,0,0,8056,2773,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14546,-,-,-,-,-,-,-,-
20180327,-,-,-,12334,0,0,0,7483,1570,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12334,-,-,-,-,-,-,-,-
20180328,-,-,-,13691,0,0,0,9335,1157,24,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13691,-,-,-,-,-,-,-,-
20180329,-,-,-,13422,0,0,0,8848,1378,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13422,-,-,-,-,-,-,-,-
20180330,-,-,-,12377,0,0,0,7697,1640,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12377,-,-,-,-,-,-,-,-
20180331,-,-,-,13766,0,0,0,8643,1759,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13766,-,-,-,-,-,-,-,-
