計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IHヒーター,主寝室エアコン,冷蔵庫・洗濯機,LDK・TV電灯コンセン,浴室乾燥機,未使用,電子レンジ,子供部屋エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,11354,0,814,533,168,2608,2912,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11354,-,-,-,-,-,-,-,-
20180602,-,-,-,12093,0,1208,845,441,2832,2898,27,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12093,-,-,-,-,-,-,-,-
20180603,-,-,-,9668,0,1073,112,94,3038,1803,53,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9668,-,-,-,-,-,-,-,-
20180604,-,-,-,12219,0,1298,714,519,2951,2775,27,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12219,-,-,-,-,-,-,-,-
20180605,-,-,-,14436,0,1056,662,412,4293,3872,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14436,-,-,-,-,-,-,-,-
20180606,-,-,-,9868,0,0,431,0,3522,2305,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9868,-,-,-,-,-,-,-,-
20180607,-,-,-,13154,0,1785,423,538,2978,3679,26,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13154,-,-,-,-,-,-,-,-
20180608,-,-,-,16286,0,2568,352,1349,4724,3032,39,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16286,-,-,-,-,-,-,-,-
20180609,-,-,-,16867,0,3287,1046,2381,2987,3043,40,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16867,-,-,-,-,-,-,-,-
20180610,-,-,-,15214,0,2601,620,622,4114,3179,33,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15214,-,-,-,-,-,-,-,-
20180611,-,-,-,12194,0,1121,0,171,3969,2511,73,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12194,-,-,-,-,-,-,-,-
20180612,-,-,-,11678,0,539,0,473,3726,3014,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11678,-,-,-,-,-,-,-,-
20180613,-,-,-,10020,0,685,216,0,2696,2723,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020,-,-,-,-,-,-,-,-
20180614,-,-,-,12310,0,491,1299,16,2889,3496,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12310,-,-,-,-,-,-,-,-
20180615,-,-,-,12115,0,1282,1195,82,2982,2789,26,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12115,-,-,-,-,-,-,-,-
20180616,-,-,-,11961,0,1203,1050,0,2959,2920,16,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11961,-,-,-,-,-,-,-,-
20180617,-,-,-,15614,0,3873,454,564,2940,3755,37,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15614,-,-,-,-,-,-,-,-
20180618,-,-,-,13963,0,2160,441,783,4106,2486,52,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13963,-,-,-,-,-,-,-,-
20180619,-,-,-,14680,0,1203,575,787,4068,3933,27,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14680,-,-,-,-,-,-,-,-
20180620,-,-,-,13176,0,1531,244,766,3938,2746,53,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13176,-,-,-,-,-,-,-,-
20180621,-,-,-,12269,0,1665,454,210,3811,2381,52,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269,-,-,-,-,-,-,-,-
20180622,-,-,-,12229,0,1418,938,333,3096,2697,26,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12229,-,-,-,-,-,-,-,-
20180623,-,-,-,13691,0,1636,770,165,3904,3246,53,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13691,-,-,-,-,-,-,-,-
20180624,-,-,-,13820,0,2241,696,314,2816,3887,26,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13820,-,-,-,-,-,-,-,-
