計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,電気オーブン・レンジ,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018051400+0900,-,-,-,1985,0,0,0,906,0,0,141,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,-,-,60,-,-,-,-,-
2018051401+0900,-,-,-,2097,0,0,0,894,0,0,200,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,-,-,92,-,-,-,-,-
2018051402+0900,-,-,-,1870,0,0,0,895,0,0,162,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,-,-,0,-,-,-,-,-
2018051403+0900,-,-,-,2058,0,0,0,912,0,0,109,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058,-,-,0,-,-,-,-,-
2018051404+0900,-,-,-,1396,0,365,14,29,0,0,136,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,-,-,4,-,-,-,-,-
2018051405+0900,-,-,-,1196,0,264,8,0,0,0,161,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,-,-,106,-,-,-,-,-
2018051406+0900,-,-,-,1015,0,223,0,0,0,0,134,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,-,-,25,-,-,-,-,-
2018051407+0900,-,-,-,493,0,0,0,0,0,0,126,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,-,-,2,-,-,-,-,-
2018051408+0900,-,-,-,664,0,66,0,0,0,0,113,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,-,-,10,-,-,-,-,-
2018051409+0900,-,-,-,872,0,0,0,0,0,0,115,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,-,-,3,-,-,-,-,-
2018051410+0900,-,-,-,716,0,0,0,0,0,0,107,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,-,-,7,-,-,-,-,-
2018051411+0900,-,-,-,1074,0,201,0,0,0,0,103,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,-,-,1,-,-,-,-,-
2018051412+0900,-,-,-,900,0,0,0,0,0,0,108,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,-,-,2,-,-,-,-,-
2018051413+0900,-,-,-,831,0,0,0,0,0,0,103,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,-,-,0,-,-,-,-,-
2018051414+0900,-,-,-,811,0,0,0,0,0,0,112,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,-,-,0,-,-,-,-,-
2018051415+0900,-,-,-,619,0,0,0,0,0,0,103,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,-,-,0,-,-,-,-,-
2018051416+0900,-,-,-,857,0,0,0,0,0,0,113,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,-,-,18,-,-,-,-,-
2018051417+0900,-,-,-,1043,0,165,0,0,0,0,128,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,-,-,11,-,-,-,-,-
2018051418+0900,-,-,-,2287,0,1083,284,0,0,0,128,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,-,-,22,-,-,-,-,-
2018051419+0900,-,-,-,983,0,0,0,0,0,0,147,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,-,-,51,-,-,-,-,-
2018051420+0900,-,-,-,966,0,0,0,0,0,0,118,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,-,-,3,-,-,-,-,-
2018051421+0900,-,-,-,1028,0,0,12,5,0,0,137,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,-,-,261,-,-,-,-,-
2018051422+0900,-,-,-,2088,0,0,0,1079,0,0,111,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,-,-,38,-,-,-,-,-
2018051423+0900,-,-,-,1968,0,0,0,1170,0,0,110,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,-,-,101,-,-,-,-,-
