計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LDKエアコン,主寝室エアコン,キッチン,リビング,電子レンジ,洗濯機・ウォシュレット,未使用,洋室,浴室乾燥機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,12779,0,6584,0,820,2906,472,591,0,431,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12779,-,-,-,-,-,-,-,-
20180202,-,-,-,10825,0,5672,0,737,2684,164,383,0,369,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10825,-,-,-,-,-,-,-,-
20180203,-,-,-,16615,0,9787,0,1157,3642,61,486,0,255,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16615,-,-,-,-,-,-,-,-
20180204,-,-,-,14813,0,8113,0,572,3362,46,751,0,254,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14813,-,-,-,-,-,-,-,-
20180205,-,-,-,14723,0,8054,0,1054,2932,655,753,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14723,-,-,-,-,-,-,-,-
20180206,-,-,-,16078,0,9734,0,974,2815,530,693,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16078,-,-,-,-,-,-,-,-
20180207,-,-,-,13368,0,7285,0,927,2705,106,764,0,191,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13368,-,-,-,-,-,-,-,-
20180208,-,-,-,15218,0,7544,0,951,3259,502,1093,0,472,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15218,-,-,-,-,-,-,-,-
20180209,-,-,-,12433,0,6005,0,904,3330,220,789,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12433,-,-,-,-,-,-,-,-
20180210,-,-,-,14352,0,7005,0,928,4222,288,582,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14352,-,-,-,-,-,-,-,-
20180211,-,-,-,11425,0,5748,0,306,2475,0,750,0,414,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11425,-,-,-,-,-,-,-,-
20180212,-,-,-,20146,0,10923,0,1296,5104,0,792,0,447,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20146,-,-,-,-,-,-,-,-
20180213,-,-,-,11927,0,5856,0,816,2750,469,545,0,216,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11927,-,-,-,-,-,-,-,-
20180214,-,-,-,10055,0,4038,0,723,2708,658,859,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10055,-,-,-,-,-,-,-,-
20180215,-,-,-,15048,0,7418,0,1438,3481,548,605,0,425,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15048,-,-,-,-,-,-,-,-
20180216,-,-,-,9469,0,4835,0,688,2243,253,465,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9469,-,-,-,-,-,-,-,-
