計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,洋間・エアコン200V,エコキュート,不明,不明,不明,未使用,不明,LDK・エアコン100V,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
201712180000+0900,-,-,-,110,0,0,0,0,0,0,0,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,-,-,0,-,-,-,-,-
201712180030+0900,-,-,-,275,0,0,0,129,0,0,0,0,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,-,-,0,-,-,-,-,-
201712180100+0900,-,-,-,902,0,0,0,771,0,0,0,0,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,-,-,0,-,-,-,-,-
201712180130+0900,-,-,-,816,0,0,0,703,0,0,0,0,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,-,-,0,-,-,-,-,-
201712180200+0900,-,-,-,885,0,0,0,772,0,0,0,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,-,-,0,-,-,-,-,-
201712180230+0900,-,-,-,817,0,0,0,697,0,0,0,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,-,-,0,-,-,-,-,-
201712180300+0900,-,-,-,901,0,0,0,759,0,0,0,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,-,-,0,-,-,-,-,-
201712180330+0900,-,-,-,924,0,0,0,782,0,0,0,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,-,-,0,-,-,-,-,-
201712180400+0900,-,-,-,226,0,0,0,85,0,0,0,0,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,-,-,0,-,-,-,-,-
201712180430+0900,-,-,-,204,0,0,0,0,0,1,1,0,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,-,-,0,-,-,-,-,-
201712180500+0900,-,-,-,275,0,0,0,0,0,0,0,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,-,-,0,-,-,-,-,-
201712180530+0900,-,-,-,265,0,0,0,0,0,0,0,0,49,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,-,-,0,-,-,-,-,-
201712180600+0900,-,-,-,917,0,0,0,0,0,0,0,0,27,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,-,-,0,-,-,-,-,-
201712180630+0900,-,-,-,909,0,0,0,0,0,0,1,0,31,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,-,-,0,-,-,-,-,-
201712180700+0900,-,-,-,1206,0,117,0,0,0,0,0,0,83,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,-,-,0,-,-,-,-,-
201712180730+0900,-,-,-,1191,0,0,0,0,0,0,0,0,278,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,-,-,22,-,-,-,-,-
201712180800+0900,-,-,-,419,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,-,-,2,-,-,-,-,-
201712180830+0900,-,-,-,552,0,0,0,0,0,0,0,0,137,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,-,-,0,-,-,-,-,-
201712180900+0900,-,-,-,357,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,-,-,0,-,-,-,-,-
201712180930+0900,-,-,-,370,0,0,0,0,0,0,5,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,-,-,0,-,-,-,-,-
201712181000+0900,-,-,-,347,0,0,0,0,0,0,1,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,-,-,0,-,-,-,-,-
201712181030+0900,-,-,-,700,0,74,0,0,0,0,0,0,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,-,-,59,-,-,-,-,-
201712181100+0900,-,-,-,646,0,0,0,0,0,0,0,0,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,-,-,0,-,-,-,-,-
201712181130+0900,-,-,-,750,0,0,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,-,-,0,-,-,-,-,-
201712181200+0900,-,-,-,737,0,0,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,-,-,0,-,-,-,-,-
201712181230+0900,-,-,-,424,0,0,0,0,0,0,11,0,220,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,-,-,15,-,-,-,-,-
201712181300+0900,-,-,-,243,0,0,0,0,0,0,8,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,-,-,0,-,-,-,-,-
201712181330+0900,-,-,-,334,0,0,0,0,0,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,-,-,0,-,-,-,-,-
201712181400+0900,-,-,-,174,0,0,0,0,0,0,0,0,70,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,-,-,0,-,-,-,-,-
201712181430+0900,-,-,-,402,0,0,0,0,0,0,0,0,208,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,-,-,0,-,-,-,-,-
201712181500+0900,-,-,-,311,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,-,-,0,-,-,-,-,-
201712181530+0900,-,-,-,337,0,0,0,0,0,17,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,-,-,2,-,-,-,-,-
201712181600+0900,-,-,-,606,0,0,143,0,0,23,0,0,26,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,-,-,0,-,-,-,-,-
201712181630+0900,-,-,-,1222,0,0,307,0,0,18,0,0,34,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,-,-,7,-,-,-,-,-
201712181700+0900,-,-,-,1614,0,643,65,0,0,21,0,0,24,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,-,-,0,-,-,-,-,-
201712181730+0900,-,-,-,888,0,53,0,0,0,0,3,0,46,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,-,-,0,-,-,-,-,-
201712181800+0900,-,-,-,756,0,0,0,0,0,0,11,0,24,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,-,-,4,-,-,-,-,-
