計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LDKエアコン,主寝室エアコン,キッチン,リビング,電子レンジ,洗濯機・ウォシュレット,未使用,洋室,浴室乾燥機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,9210,0,0,0,1867,5305,386,511,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9210,-,-,-,-,-,-,-,-
20171102,-,-,-,6159,0,0,0,2098,2867,94,165,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6159,-,-,-,-,-,-,-,-
20171103,-,-,-,5483,0,0,0,1506,2599,290,270,0,62,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5483,-,-,-,-,-,-,-,-
20171104,-,-,-,5282,0,0,0,1494,2613,128,184,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5282,-,-,-,-,-,-,-,-
20171105,-,-,-,3868,0,0,0,960,1780,17,174,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868,-,-,-,-,-,-,-,-
20171106,-,-,-,5267,0,0,0,1516,2491,118,227,0,271,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5267,-,-,-,-,-,-,-,-
20171107,-,-,-,6091,0,0,0,1530,2686,500,375,0,113,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6091,-,-,-,-,-,-,-,-
20171108,-,-,-,6106,0,0,0,1697,2504,406,371,0,144,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6106,-,-,-,-,-,-,-,-
20171109,-,-,-,4692,0,0,0,1334,1730,133,286,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4692,-,-,-,-,-,-,-,-
20171110,-,-,-,6907,0,0,0,1911,2777,346,465,0,147,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6907,-,-,-,-,-,-,-,-
20171111,-,-,-,6109,0,0,0,1592,2810,57,476,0,250,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6109,-,-,-,-,-,-,-,-
20171112,-,-,-,7308,0,0,0,1833,2909,610,627,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7308,-,-,-,-,-,-,-,-
20171113,-,-,-,5385,0,0,0,1414,2417,61,409,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5385,-,-,-,-,-,-,-,-
20171114,-,-,-,6342,0,0,0,1158,2330,314,440,0,271,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6342,-,-,-,-,-,-,-,-
20171115,-,-,-,5410,0,0,0,960,2370,116,229,0,153,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5410,-,-,-,-,-,-,-,-
20171116,-,-,-,4964,0,0,0,999,2210,282,409,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964,-,-,-,-,-,-,-,-
20171117,-,-,-,7354,0,1022,0,1284,2751,0,529,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7354,-,-,-,-,-,-,-,-
20171118,-,-,-,7870,0,1971,0,934,3113,83,423,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7870,-,-,-,-,-,-,-,-
20171119,-,-,-,9493,0,2197,0,1395,3556,17,626,0,290,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,-,-,-,-,-,-,-,-
20171120,-,-,-,10204,0,2858,0,1208,4022,237,394,0,200,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10204,-,-,-,-,-,-,-,-
20171121,-,-,-,11093,0,3081,0,1113,4613,305,436,0,222,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11093,-,-,-,-,-,-,-,-
20171122,-,-,-,6371,0,2476,0,458,2148,68,386,0,171,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6371,-,-,-,-,-,-,-,-
20171123,-,-,-,8511,0,2792,0,881,2839,378,414,0,118,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8511,-,-,-,-,-,-,-,-
20171124,-,-,-,8726,0,3134,0,1192,2516,439,474,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8726,-,-,-,-,-,-,-,-
20171125,-,-,-,9019,0,3378,0,933,3354,183,460,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9019,-,-,-,-,-,-,-,-
20171126,-,-,-,8170,0,2851,0,776,2817,14,477,0,252,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8170,-,-,-,-,-,-,-,-
20171127,-,-,-,7992,0,2416,0,1234,2658,382,410,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7992,-,-,-,-,-,-,-,-
20171128,-,-,-,8809,0,2284,0,1468,2606,440,350,0,356,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8809,-,-,-,-,-,-,-,-
20171129,-,-,-,6471,0,0,0,1227,3001,302,431,0,361,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6471,-,-,-,-,-,-,-,-
20171130,-,-,-,6260,0,0,0,1452,2909,57,517,0,226,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6260,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
